,Composite Sample Number,Composite Sample Name,Sub-sample Number,Sub-sample Name,Brand,Sample Weight,Purchase Date,Place of Purchase,Display Until Date,Best Before Date,Batch Number,Packaging,Sample Condition As Purchased,Post Purchase Storage,Match,Pack size
748,44.0,grapes red,44.11,"Select Horeca, red seedless grapes ",Select Horeca ,Purchase Date: 14.11.2011 ,14.11.2011 ,"Makro, Norwich ",Best Before Date: ,Batch Number: Jul No: 315 supplier code: 24272 A22624 art no: 354555 ,Jul No: 315 supplier code: 24272 A22624 art no: 354555 ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 14.11.2011 
749,44.0,grapes red,44.12,"Tesco, red seedless grapes ",Pack size: ,Purchase Date: 23.01.2012 ,23.01.2012 ,"Tesco, Blue Boar Road, Norwich ",Best Before Date: ,Batch Number: PLU 4023 2358 ,PLU 4023 2358 ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 23.01.2012 
750,44.0,grapes red,44.13,"Tesco, seedless red grapes ",Tesco ,500g ,23.01.201 2 ,"Tesco, Blue Boar Road, Norwich ",26-Jan,28-Jan,KN03 ,Plastic ,Ambient ,Refrigerated ,0.0,500g 
751,44.0,grapes red,44.15,"Asda, red seedless grapes ",Asda ,500g ,23.01.2012 ,,24-Jan,24-Jan,Batch: 393707 17:15:52 supplier: 903133 ,Plastic ,Ambient ,Refrigerated ,0.0,500g 
752,,sub-sample number:,Sub-sample Name:,Brand:,Pack size:,Purchase Date:,Place of Purchase:,Display Until Date:,Best Before Date:,Batch Number:,Packaging:,Sample Condition As Purchased:,Post Purchase Storage:,44,1.0,Purchase Date:
753,44.0,grapes red,nan,"Morrisons, seedless red grapes ",Morrisons ,Purchase Date: 17.10.2011 ,23.01.2012 ,"Morrisons, Norwich ",26-Jan,27-Jan,1036 T29815/0310 ,Plastic ,Ambient ,Refrigerated ,1.0,2.5kg 
754,44.0,grapes red,44.18,"Waitrose, red grapes ",Pack size: ,Purchase Date: 23.01.2012 ,23.01.2012 ,"Waitrose, Wymondham ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 23.01.2012 
755,44.0,grapes red,44.19,"Oaklands, red grapes ",Oakland s ,500g ,23.01.2012 ,"Lidl, Norwich ",Best Before Date: ,Batch Number: Lot no: L5003 A1030 ,Lot no: L5003 A1030 ,Plastic ,Ambient ,Refrig erated ,0.0,500g 
756,44.0,grapes red,44.2,Market red seedless grapes ,Pack size: ,Purchase Date: 23.01.2012 ,23.01.2012 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: PLU 4023 2653 ,PLU 4023 2653 ,Plastic ,Ambient ,Refrigerated ,0.0,
757,44.0,grapes red,44.21,"Farm Fresh, mixed seedless grapes ",Farm Fresh ,,23.01.2012 ,"Booker, Norwich ",Best Before Date: ,Batch Number: 0305 TEX 44/7 ,0305 TEX 44/7 ,Plastic ,Chilled ,Refrigerated ,0.0,
758,,sub-sample number:,Sub-sample Name:,Brand:,Pack size:,Purchase Date:,Place of Purchase:,Displa y Until Date:,,Batch Number:,Packaging:,Sample Condition As Purchased:,Post Purchase Storage:,45,1.0,Purchase Date:
759,45.0,strawberries,45.2,,Tesco Finest ,16.7,23.08.2011 ,"Tesco, Harford Bridges , Norwich ",25-Aug,Batch Number: KG20 ,KG20 ,Plastic ,Ambient ,Refrigerated ,1.0,300g 
760,45.0,strawberries,45.3,"Asda, strawberries ",Asda ,16.7,23.08.2011 ,"Asda , Norwich ",23-Aug,24-Aug,900790 141820 ASL1001831 ,Plastic ,Ambient ,Refrigerated ,1.0,400g 
761,45.0,strawberries,45.4,"Asda, strawberries ",Asda ,11.6,23.08.2011 ,"Asda , Norwich ",25-Aug,26-Aug,571045 ASL1001228 ,Plastic ,Ambient ,Refrigerated ,1.0,300g 
762,45.0,strawberries,45.5,"Sainsbury’s, British strawberries ",Asda ,20.1,23.08.2011 ,"Sainsbury’s, Longwater , Norwich ",27-Aug,27-Aug,A0800M ,,Ambient ,Refrigerated ,1.0,400g 
763,45.0,strawberries,45.6,"Morrisons, strawberries ",Morrisons ,17.7,,"Morrisons , Norwich ",25-Aug,26-Aug,1301/13 T33160/0111 ,Plastic ,Ambient ,Refrigerated ,1.0,400g 
764,45.0,strawberries,45.7,"Marks & Spencer, juicy strawberries ",Marks & Spencer ,15.9,24.08.2011 ,"Marks & Spencer , Norwich ",24-Aug,Batch Number: 4016G ,4016G ,Plastic ,Ambient ,Refrigerated ,1.0,400g 
765,45.0,strawberries,45.8,"Oaklands, British strawberries ",Oaklands ,15.2,22.08.2011 ,"Lidl, Norwich ",Best Before Date: ,Batch Number: 3304 W2416 ,3304 W2416 ,Plastic ,Ambient ,Refrigerated ,1.0,400g 
766,45.0,strawberries,45.9,"Tesco, Market Value, str awberries ",Tesco Market Value ,17.4,23.08.2011 ,"Tesco, Harford Bridges, Norwich ",25-Aug,Batch Number: SAD1 ,SAD1 ,Plastic ,,Refrigerated ,1.0,400g 
767,45.0,strawberries,45.1,Market strawberries ,Pack size: ,Purchase Date: 24.08.2011 ,24.08.2011 ,"Independent market stall, Norwich ",,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 24.08.2011 
768,45.0,strawberries,45.11,"Makro, strawberries ",Makro ,400g ,,"Makro, Norwich ",Best Before Date: ,Batch Number: 3306 371487 009/24265/F ,3306 371487 009/24265/F ,Plastic ,Ambient ,Refrigerated ,0.0,400g 
769,45.0,strawberries,45.12,"Tesco, strawberries ",Tesco ,227g ,14.11.2011 ,"Tesco, Harford Bridges, Norwich ",16-Nov,Batch Number: EA016 R/20 ,EA016 R/20 ,Plastic ,Ambient ,Refrigerated ,0.0,227g 
770,45.0,strawberries,45.13,"Tesco, strawberries ",Tesco ,227g ,14.11.2011 ,,16-Nov,Batch Number: EA016 R/20 ,EA016 R/20 ,Plastic ,Ambient ,Refrigerated ,0.0,227g 
771,45.0,strawberries,45.14,"Asda, strawberries ",Asda ,400g ,14.11.2011 ,"Asda, Norwich ",14-Nov,14-Nov,900851 148184 ASL1001227 ,Plast ic ,Ambient ,Refrigerated ,0.0,400g 
772,45.0,strawberries,45.16,"Sainsbury’s, strawberries ",Sainsb ury’s ,227g ,14.11.2011 ,"Sainsbury’s, Longwater, Norwich ",17-Nov,17-Nov,AO308 R/20 ,Plastic ,Ambient ,Refrigerated ,0.0,227g 
773,45.0,strawberries,45.17,"Morrisons, strawberries ",Morrisons ,227g ,14.11.2011 ,"Morrisons, Norwich ",16-Nov,17-Nov,0258/kcb 3798 T15455/0408 ,Plastic ,Ambient ,Refrigerated ,0.0,227g 
774,45.0,strawberries,45.18,"The Co -operative, strawberries ",,227g ,14.11.2011 ,"The Co -operative, Earlham Green Lane, Norwich ",15-Nov,Batch Number: M150/ASF KED212 ,M150/ASF KED212 ,Plastic ,,Refrigerated ,0.0,227g 
775,45.0,strawberries,45.19,"Aldi, British strawberries ",,227g ,14.11.2011 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: Supplier code: 31 lot code: 4603 (3) ,Supplier code: 31 lot code: 4603 (3) ,Plastic ,Ambient ,,0.0,227g 
776,46.0,blueberries,46.2,"Tesco, blueberries ",Tesco ,150g ,23.08.2011 ,"Tesco, Harford Bridges, Norwich ",26-Aug,Batch Number: BYO5L90316 ,BYO5L90316 ,Plastic ,Ambient ,Refrigerated ,0.0,150g 
777,46.0,blueberries,46.3,"Asda, blueberries ",Asda ,150g ,23.08.2011 ,"Asda, Norwich ",26-Aug,27-Aug,141008 909094 FFP ,Plastic ,Ambient ,Refrigerated ,0.0,150g 
778,46.0,blueberries,nan,"Snackerries, fresh blueberries ",Snackerries ,Purchase Date: 17.10.2011 ,22.08.2011 ,"Asda, Norwich ",24-Aug,24-Aug,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,1.0,2.5kg 
779,46.0,blueberries,46.5,"Sainsbury’s, b lueberries ",Sainsbury’s ,150g ,23.08.2011 ,"Sainsbury’s, Longwater, Norwich ",24-Aug,24-Aug,A0433SC ,Plastic ,,Refrigerated ,0.0,150g 
780,,blueberries,46.6,"Morrisons, blueberries ",Morrisons ,225g ,23.08.2011 ,"Morrisons, Norwich ",25-Aug,26-Aug,2296 T15461/0408 ,Plastic ,Ambient ,Refrigerated ,0.0,225g 
781,46.0,blueberries,46.7,"Marks & Spence r, crisp and juicy blueberries ",Marks & Spencer ,200g ,24.08.2011 ,"Marks & Spencer, Norwich ",29-Aug,Batch Number: 2036s ,2036s ,Plastic ,,Refrigerated ,0.0,200g 
782,46.0,blueberries,46.8,"Aldi, blueberries ",Aldi ,125g ,22.08.2011 ,"Aldi, Larkman Lane, Norwich ",Best Before Date: ,"Batch Number: Supplier code: 1859 Lot code: 3401, 3402 & 3403 ","Supplier code: 1859 Lot code: 3401, 3402 & 3403 ",Plastic ,Ambient ,Refrigerated ,0.0,125g 
783,46.0,blueberries,46.9,"Sainsbury’s, basics, blueberries ",Sainsbury’s basics ,125g ,22.08.2011 ,"Sainsbury’s, Longwater, Norwich ",,24-Aug,AO800  L33 ,Plastic ,Ambient ,Refrigerated ,0.0,125g 
784,46.0,blueberries,46.1,"Berries R Us, blueberries ",Berries R Us ,110g ,24.08.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,110g 
785,46.0,blueberries,46.11,"Tesco, blueberries ",Tesco ,200g ,14.11.2011 ,"Tesco, Harford Bridges, Norwich ",18-Nov,Batch Number: BY12/A ,BY12/A ,Plastic ,Ambient ,Refrigerated ,0.0,200g 
786,46.0,blueberries,46.12,"Tesco, blueberries ",Tesco ,200g ,,"Tesco, Harford Bridges, Norwich ",18-Nov,Batch Number: BY12/A ,BY12/A ,Plastic ,Ambient ,Refrigerated ,0.0,200g 
787,46.0,blueberries,46.13,"Asda, blueberries ",Asda ,225g ,14.11.2011 ,"Asda, Norwich ",16-Nov,17-Nov,148833 900706 ,Plastic ,Ambient ,Refrigerated ,0.0,225g 
788,46.0,blueberries,46.14,"Asda, blueberries ",Asda ,150g ,14.11.2011 ,"Asda, Norwich ",16-Nov,17-Nov,148034 900852 ,Plastic ,Ambient ,Refrigerated ,0.0,150g 
789,46.0,blueberries,46.15,"Sainsbury’s, blueberries ",Sainsbury’s ,150g ,14.11.2011 ,"Sainsbur y’s, Longwater, Norwich ",17-Nov,17-Nov,A0433SC ,Plastic ,Ambient ,Refrigerated ,0.0,150g 
790,46.0,blueberries,46.16,"Morrisons, blueberries ",Morrisons ,125g ,14.11.2011 ,"Morrisons, Norwich ",15-Nov,16-Nov,1609 T15461/0408 ,Plastic ,Ambient ,Refrigerated ,0.0,125g 
791,46.0,blueberries,46.17,"The Co -operative, blueberries ",The Co -operative ,150g ,14.11.2011 ,,16-Nov,16-Nov,M150/SC KE0512 ,Plastic ,Ambient ,Refrigerated ,0.0,150g 
792,46.0,blueberries,46.18,"Aldi, blueberries ",Aldi ,125g ,14.11.2011 ,"Aldi, Dereham Road, Norwic h ",Best Before Date: ,Batch Number: Supplier code: 1859 lot code: 4602 ,Supplier code: 1859 lot code: 4602 ,Plastic ,Ambient ,Refrigerated ,0.0,125g 
793,46.0,blueberries,46.19,"Sainsbury’s, basics, blueberries ",Sainsbury’s basics ,125g ,14.11.2011 ,"Sainsbury’s, Longwater, Norwich ",17-Nov,17-Nov,AO800  L37 ,Plastic ,Ambient ,Refrigerated ,0.0,125g 
794,46.0,blueberries,46.2,Market blueberries ,Pack size: ,Purchase Date: 14.11.2011 ,14.11.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,150g 
795,46.0,blueberries,46.21,"Makro, blueberries ",Makro ,125g ,14.11.2011 ,"Makro, Norwich ",Best Before Date: ,Batch Number: Art no: 370382 4505 009/24265/F ,Art no: 370382 4505 009/24265/F ,Plastic ,,Refrigerated ,0.0,125g 
796,47.0,citrus fruit soft/easy peelers,47.1,"Jaffa, juicy tangerines ",Jaffa ,867g ,,"Tesco, Harford Bridges Norwich ",17-Nov,18-Nov,TC: 40303511 W.O: 42751 22:35 GO3 MZ16 ,Netting ,Ambient ,,0.0,867g 
797,,citrus fruit soft/easy peelers,47.2,"Tesco, goodness easy peelers ",Tesco ,600g ,16.11.2011 ,"Tesco , Harford Bridges Norwich ",18-Nov,19-Nov,NU01 212 CW ,Plastic net ,Ambient ,Ambient ,0.0,600g 
798,47.0,citrus fruit soft/easy pe elers,47.3,"Asda, Extra Special, loose clementines ",Asda Extra Special ,Purchase Date: 16.11.2011 ,16.11.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient ,0.0,Purchase Date: 16.11.2011 
799,47.0,citrus fruit soft/easy peelers,47.4,"Asda, c lementines ",Asda ,700g ,,"Asda, Norwich ",18-Nov,20-Nov,SDC 905269 PO 148506 08:54 1GO7 L N10 ,Netting ,Ambient ,Ambi ent ,0.0,700g 
800,47.0,citrus fruit soft/easy peelers f lesh,47.6,"Morrisons, c lementines , easy peel ",Morrisons ,500g ,16.11.2011 ,"Morrisons, Norwich ",17-Nov,19-Nov,25411 TH1 CIT2B 317 1109:46 MT cal: 4 ,Netting ,Ambient ,Ambient ,0.0,500g 
801,47.0,citrus fruit soft/easy peelers,47.7,"Waitrose, loose s atsuma ",Pack size: ,Purchase Date: 16.11.2011 ,16.11.2011 ,"Waitrose, Wymondham ",Best Before Date: ,Batch Number: #3029 ,#3029 ,Plastic ,Ambient ,Ambient ,0.0,Purchase Date: 16.11.2011 
802,47.0,citrus fruit soft/easy peelers,47.8,"Aldi, clementines ",Aldi ,750g ,16.11.2011 ,"Aldi, Dereham Road, Norwich ",Best Before Date: ,Batch Number: 4606 E58100 supplier no.255 46/F46099222/759 17:05 2 ,4606 E58100 supplier no.255 46/F46099222/759 17:05 2 ,Netting ,Ambient ,Ambient ,0.0,750g 
803,47.0,citrus fruit soft/easy peelers,47.9,"Morrisons , Value, soft citrus ",Morrisons Value ,600g ,16.11.2011 ,"Morrisons, Norwich ",15-Nov,16-Nov,25275 TH1 CIT2B 316 1108:56 IS Cal:1 ,,Ambient ,Ambient ,0.0,600g 
804,47.0,citrus fruit soft/easy peelers,47.1,Gragon clementines ,Gragon ,Purchase Date: 16.11.2011 ,16.11.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Paper ,Paper ,Ambient ,Refrigerated ,0.0,867g 
805,47.0,citrus fruit soft/easy peelers,nan,"Farm Fresh, clementines ",Farm Fresh ,Purchase Date: 17.10.2011 ,16.11.2011 ,"Booker, Norwich ",Best Before Date: ,Batch Number: 35/2 HP2 3304 ,35/2 HP2 3304 ,Netting ,Chilled ,Ambient ,1.0,2.5kg 
806,47.0,citrus fruit soft/easy peelers,47.12,"Tesco, juicy mandarins ",Tesco ,700g ,23.01.2012 ,"Tesco, Blue Boar Road, Norwich ",27-Jan,28-Jan,TC: 50306020 WO: 49446 MZ16 11:31 X03 ,Plastic net ,Ambient ,Ambi ent ,0.0,700g 
807,47.0,citrus fruit soft/easy peelers,47.13,"Tesco, goodness easy peelers ",,600g ,23.01.2012 ,"Tesco, Blue Boar Road, Norwich ",27-Jan,28-Jan,DS 01 TC: 12000033 W.O: 49593 16:41 GBO1 ,Netting ,,Ambient ,0.0,600g 
808,47.0,citrus fruit soft/easy peelers,47.14,"Asda, clementines ",Asda ,600g ,23.01.2012 ,"Asda, Norwich ",27-Jan,29-Jan,0603 0019 28 07 F PO 155726 PO 155725 SDC: 900003 ,,Ambient ,Ambient ,0.0,600g 
809,47.0,citrus fruit soft/easy peelers,47.15,"Asda, Clemenvilla mandarins ",Asda ,700g ,23.01.2012 ,"Asda, Norwich ",27-Jan,29-Jan,0667 0019 31 10 F PO 155725 PO 155726 SDC 900003 ,Netting ,Ambient ,Ambient ,0.0,700g 
810,47.0,citrus fruit soft/easy peelers,47.16,"Sainsbury’s, tangerines ",Sainsbury’s ,8 fruit ,23.01.2012 ,"Sainsbury’s, Longwater, Norwich ",26-Jan,26-Jan,53 C 0163CM ,Netting ,Ambient ,Ambient ,0.0,8 fruit 
811,47.0,citru s fruit soft/easy peelers,47.17,"Morrisons, tangerines ",Morrisons ,600g ,23.01.2012 ,"Morrisons, Norwich ",24-Jan,,33856 -TH1-CIT-05-02012RS cal: 3 ,Netting ,Ambient ,Ambient ,0.0,600g 
812,47.0,citrus fruit soft/easy peelers,47.18,"The Co -operative, clem entines ",The Co -operative ,1.2kg ,23.01.2012 ,"The Co -operative, Wymondham ",Best Before Date: 30 Jan ,30-Jan,M029 (075) 03E 9 18:26 KEPA II KEP III ,Netting ,Ambient ,Ambient ,0.0,1.2kg 
813,47.0,citrus fruit soft/easy peelers,47.19,"Iceland, citrus easy peeler ",Iceland ,600g ,23.01.2012 ,"Iceland, Norwich ",28-Jan,Batch Number: 01/02 1111 019 1 6:49 1113 L7G1 ,01/02 1111 019 1 6:49 1113 L7G1 ,Netting ,Ambient ,Ambient ,0.0,600g 
814,47.0,citrus fruit soft/easy peelers,47.2,"Tesco, Market Value, soft citrus ",Tesco Market Value ,1kg ,23.01.2012 ,"Tesco, Blue Boar Road, Norwich ",Best Before Date: 28 Jan ,28-Jan,L14:30 0123 18D84 EXP: A -46055992 29261 MZ 50 ,Netting ,Ambient ,Ambient ,0.0,600g 
815,47.0,citrus fruit soft/easy peelers,47.21,Market satsumas ,Pack size: ,Purchase Date: 23.01.2012 ,23.01.2012 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Ambient ,0.0,Purchase Date: 23.01.2012 
816,47.0,citrus fruit soft/easy peelers,47.22,,Farm Fresh ,500g ,23.01.2012 ,"Booker, Norwich ",Best Before Date: ,Batch Number: F10 45/4 HP2 4306 ,F10 45/4 HP2 4306 ,Netting ,,Ambient ,0.0,500g 
817,48.0,oranges,48.1,"Tesco, large oranges ",Tesco ,271.3,21.11.201 1 ,"Tesco, Blue Boar Road, Norwich ",25-Nov,27-Nov,WO:43258 MZ16 TC:33101889 16:52 XO2 ,Netting ,Ambient ,Refrigerated ,1.0,5 fruit 
818,48.0,oranges,48.3,"Asda, loose oranges ",Pack size: ,224.9,21.11.201 1 ,,Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient ,1.0,Purchase Date: 21.11.201 1 
819,48.0,oranges,48.4,"Asda, medium Navel oranges ",,217.6,21.11.201 1 ,"Asda, Norwich ",Best Before Date: ,Batch Number: DP318 PO148551 900202 105530121075 ,DP318 PO148551 900202 105530121075 ,Netting ,Ambient ,Ambient ,1.0,6 fruits 
820,48.0,oranges,48.6,"Morrisons, jumbo oranges, extra juicy ",Morrisons ,273.7,21.11.201 1 ,"Morrisons, Norwich ",24-Nov,27-Nov,26205B TH1 CIT2B 323 1107:48 IS Cal: 3 ,Netting ,Ambient ,Ambient ,1.0,Purchase Date: 21.11.201 1 
821,48.0,oranges,nan,"The Co -operative, oranges ",The Co -operative ,Purchase Date: 17.10.2011 ,21.11.201 1 ,"The Co -operative, Wymondham ",Best Before Date: 26 Nov ,26-Nov,MO29 09: 56 1047 GIR11 KEPIII KEPII ,Netting ,Ambient ,Ambient ,1.0,2.5kg 
822,48.0,oranges,48.8,"Aldi, oranges ",Aldi ,175.7,21.11.201 1 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: 4705 E58100 11:27 1049 L7G1 supplier no: 255 ,4705 E58100 11:27 1049 L7G1 supplier no: 255 ,Netting ,,Ambient ,1.0,6 fruit 
823,48.0,oranges,48.9,"Sainsbury’s, basics, oranges ",Sainsbury’s basics ,151.6,21.11.201 1 ,,29-Nov,29-Nov,CO163A ,Netting ,Ambient ,Ambient ,1.0,5 fruit 
824,48.0,oranges,48.1,Market oranges ,Pack size: ,271.3,21.11.201 1 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packa ging: ,,Ambient ,Ambient ,1.0,5 fruit 
825,48.0,oranges,48.11,"Farm Fresh, oranges ",Farm Fresh ,6 pieces ,21.11.201 1 ,"Booker, Norwich ",Best Before Date: ,Batch Number: 36/02 R.G.S.A.211.1880/V 64766M 165539 ,36/02 R.G.S.A.211.1880/V 64766M 165539 ,Netting ,Chilled ,Ambient ,0.0,6 pieces 
826,48.0,oranges,48.12,"Tesco, large oranges ",Tesco ,5 fruits ,23.01.201 2 ,"Tesco, Blue Boar Road, Norwich ",26-Jan,27-Jan,MZ10 E58087 2 1701 14:44 ,Netting ,,Ambient ,0.0,5 fruits 
827,48.0,oranges,48.13,"Jaffa, juicy oranges ",Jaffa ,4 fruits ,23.01.201 2 ,"Tesco, Blue Boar Road, Norwich ",28-Jan,29-Jan,MZ 2 E 58087 16:07 616 70583 ,Netting ,Ambient ,Ambient ,0.0,4 fruits 
828,48.0,oranges,nan,"Asda, Fairtrade oranges ",Asda ,Purchase Date: 17.10.2011 ,23.01.201 2 ,"Asda, Norwich ",27-Jan,29-Jan,460862 FFLM0069 ,Netting ,Ambient ,Ambient ,1.0,2.5kg 
829,48.0,oranges,48.15,"Asda, loose oranges ",Pack size: ,Purchase Date: 23.01.201 2 ,23.01.201 2 ,,Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient ,0.0,Purchase Date: 23.01.201 2 
830,48.0,oranges,48.16,"Sainsbury’s, oranges ",Sainsbury’s ,5 fruit ,23.01.201 2 ,"Sainsbury’s, Longwater, Norwich ",31-Jan,31-Jan,C 0163CM 09 ,Netting ,Ambient ,Ambient ,0.0,5 fruit 
831,48.0,oranges,48.17,"Morrisons, jumbo oranges, extra juicy ",Morrisons ,Purchase Date: 23.01.201 2 ,23.01.201 2 ,"Morrisons, Norwich ",25-Jan,28-Jan,33843B TH1 CIT2B 02012 06:39 IS Cal: 2 ,Netting ,Ambient ,Ambient ,0.0,Purchase Date: 23.01.201 2 
832,48.0,oranges,48.18,"Waitrose, loose oranges ",Pack size: ,Purchase Date: 23.01.201 2 ,23.01.201 2 ,"Waitrose, Wymondham ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient ,0.0,Purchase Date: 23.01.201 2 
833,48.0,oranges,48.19,"Lidl, XXL oranges ",Lidl ,2kg ,23.01.201 2 ,"Lidl, Norwich ",Best Before Date: ,Batch Number:  W-0385 7204 0508 12:45  L -0303 Cat.I Cal. 2/4 ,W-0385 7204 0508 12:45  L -0303 Cat.I Cal. 2/4 ,Netting ,Ambient ,Ambient ,0.0,2kg 
834,48.0,oranges,nan,"Tesco, Market Value, oranges ",Tesco Market Value ,Purchase Date: 17.10.2011 ,23.01.201 2 ,"Tesco, Blue Boar Road, Norwich ",Best Before Date: 27 Jan ,27-Jan,,Netting ,Ambient ,Refrigerated ,1.0,2.5kg 
835,48.0,oranges,48.21,Market oranges ,Pack size: ,Purchase Date: 23.01.201 2 ,23.01.201 2 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Ambient ,0.0,Purchase Date: 23.01.201 2 
836,48.0,oranges,nan,"Select Horeca, oranges ",Select Horeca ,Purchase Date: 17.10.2011 ,23.01.201 2 ,"Makro, Norwich ",Best Before Date: ,Batch Number:   Jul No: 019  supplier co de: 24272  A22624  art no. 354550 ,Jul No: 019  supplier co de: 24272  A22624  art no. 354550 ,Netting ,Ambient ,Ambient ,1.0,2.5kg 
837,49.0,melon yellow,49.1,"Tesco, Honeydew melon ",Tesco ,1333.8,30.08.2011 ,"Tesco, Harford Bridges, Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Refrigerated ,1.0,Purchase Date: 30.08.2011 
838,49.0,melon yellow,49.2,"Tesco, Honeydew melon ",Tesco ,1289.3,30.08.2011 ,"Tesco, Harford Bridges, Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Refrigerated ,1.0,Purchase Date: 30.08.2011 
839,49.0,melon yellow,49.3,"Asda, large Honeydew melon ",Asda ,1971.1,30.08.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number:  905084 ,905084,None ,Ambient ,Refrigerated ,1.0,
840,49.0,melon yellow   on ly,49.4,"Asda, Honeydew melon ",Asda ,1340.9,30.08.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number:  905084 ,905084,Sample Condition As Purchased: Ambient ,Ambient ,Refrigerated ,1.0,Purchase Date: 30.08.2011 
841,,sub-sample number:,Sub-sample Name:,Brand:,Pack size:,Purchase Date:,Place of Purchase:,Display Until Date:,Best Before Date:,Batch Number:,Packaging:,Sample Condition As Purchased:,Post Purchase Storage:,49,1.0,Purchase Date:
842,49.0,melon yellow,49.6,"Morrisons, Honeydew melon chunks ",Morrisons ,Purchased as ready to eat chunks,30.08.2011 ,"Morrisons, Norwich ",Use By Date: 01 Sep ,,00:44 1471 T32345/1110 ,Plastic ,,Refrigerated ,1.0,400g 
843,49.0,melon yellow,49.7,"Marks & Sp encer, perfectly ripe Honeydew melon ",Marks & Spencer ,1515.2,30.08.2011 ,"Marks & Spencer, Norwich ",04/05 Sep ,Batch Number:  1826 ,1826,Sample Condition As Purchased: Ambient ,Ambient ,Refrigerated ,1.0,Purchase Date: 30.08.2011 
844,49.0,melon yellow,49.8,"Lidl, honeydew melon ",Pack size: ,1681.6,30.08.2011 ,"Lidl, Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Refrigerated ,1.0,Purchase Date: 30.08.2011 
845,49.0,melon yellow,49.9,Market H oneydew melon ,Pack size: ,1218.8,30.08.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: C.I.F. B -54543269 ,C.I.F. B -54543269 ,Sample Condition As Purchased: Ambient ,Ambient ,Refrigerated ,1.0,Purchase Date: 30.08.2011 
846,,melon yellow,49.1,"Farm Fresh, Honeydew melon ",Farm Fresh ,1333.8,30.08.2011 ,"Booker, Nor wich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Chilled ,Chilled ,Refrigerated ,1.0,Purchase Date: 30.08.2011 
847,49.0,melon yellow,49.11,"Tesco, Honeydew ",Tesco ,Purchase Date: 14.11.2011 ,14.11.2011 ,"Tesco, Harford Bridges, Norwich ",Best Before Date: ,Batch Number:  FE ,FE ,Sample Condition As Purchased: Ambient ,Ambient ,Refrig erated ,0.0,Purchase Date: 14.11.2011 
848,49.0,melon y ellow,49.12,"Tesco, Honeydew ",Tesco ,Purchase Date: 14.11.2011 ,14.11.2011 ,"Tesco, Blue Boar Road, Norwich ",Best Before Date: ,Batch Number: KL ,KL ,Sample Condition As Purchased: Ambient ,Ambient ,Refrigerated ,0.0,Purchase Date: 14.11.2011 
849,49.0,melon yellow,49.13,"Asda, large Honeydew melon ",Asda ,Purchase Date: 14.11.2011 ,14.11.2011 ,,Best Before Date: ,Batch Number:  905037 ,905037,Sample Condition As Purchased: Ambient ,Ambient ,Refrigerated ,0.0,Purchase Date: 14.11.2011 
850,49.0,melon yellow,49.14,"Asda, Honeydew melon ",Asda ,Purchase Date: 14.11.2011 ,14.11.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number:  905352 -A ,905352 -A ,Sample Condition As Purchased: Ambient ,Ambient ,,0.0,Purchase Date: 14.11.2011 
