,Composite Sample Number,Composite Sample Name,Sub-sample Number,Sub-sample Name,Brand,Sample Weight,Purchase Date,Place of Purchase,Display Until Date,Best Before Date,Batch Number,Packaging,Sample Condition As Purchased,Post Purchase Storage,Match,Pack size
570,35.0,cucumber,35.3,"Asda, Brit ish cucumber portion ",Asda ,260.9,26.09.2011 ,"Asda, Norwich ",28-Sep,,450060,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 26.09.2011 
571,35.0,cucumber,35.4,"Asda, British cucumber ",Asda ,398.5,26.09.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 450086 J25 ,450086 J25 ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 26.09.2011 
572,35.0,cucumber,35.6,"Morrisons, cucumber ",Pack size: ,398.3,26.09.2011 ,"Morrisons, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,,1.0,Purchase Date: 26.09.2011 
573,35.0,cucumber,35.7,"Mark & Spencer, cucumber ",Marks & Spencer ,387.2,26.09.2011 ,"Marks & Spencer, Norwich ",30-Sep,Batch Number: 6539 ,6539,Plastic ,Ambient ,Refrigerated ,1.0,350/500g 
574,35.0,cucumber,35.8,"Aldi, cucum ber ",Aldi ,443.7,26.09.2011 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: Supplier code: 01438 Lot code: 3905 E08683 ,Supplier code: 01438 Lot code: 3905 E08683 ,Plastic ,,Refrigerated ,1.0,400-500g 
575,,cucumber,35.9,Market cucumber ,Pack size: ,Purchase Date: 26.09.2011 ,26.09.2011 ,"Independent market stall, Norwich ",,Batch Number: ,Packaging: None ,None ,Ambient ,Refrigerated ,0.0,Purchase Date: 26.09.2011 
576,35.0,cucumber,35.1,"Farm Fresh, cucumber ",Farm Fresh ,245.6,26.09.2011 ,"Booker, Norwich ",Best Before Date: ,Batch Number: The Greenery 262 EXP.KCB 1153 27/05 52083201 ,The Greenery 262 EXP.KCB 1153 27/05 52083201 ,Plastic ,Chilled ,,1.0,Purchase Date: 26.09.2011 
577,35.0,cucumber,35.11,"Tesco, cucumber ",Pack size: ,Purchase Date: 07.11.2011 ,07.11.2011 ,"Tesco, Blue Boar Road, Norwich ",11-Nov,Batch Number: GN ,GN ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 07.11.2011 
578,35.0,cucumber,35.12,"Tesco, cucumber ",Pack size: ,Purchase D ate: 07.11.2011 ,,"Tesco, Harford Bridges, Norwich ",10-Nov,Batch Number: GN ,GN ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase D ate: 07.11.2011 
579,35.0,cucumber,35.13,"Asda, cucumber ",Asda ,Purchase Date: 07.11.2011 ,07.11.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 450085 L1 ,450085 L1 ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 07.11.2011 
580,,cucumber,35.14,"Asda , cucumber portion ",Asda ,Purchase Date: 07.11.2011 ,07.11.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 07.11.2011 
581,35.0,cucumber,35.15,"Sainsbury’s, whole cucumber ",Sainsbury’s ,,07.11.2011 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: 11 Nov ,11-Nov,0000062 08.11 CO482A H B 7 07:46 D251 ,Plastic ,Ambient ,Refrigerated ,0.0,
582,35.0,cucumber,35.17,"Co-operative, whole cucumber ",Pack size: ,Purchase Date: 07.11.2 011 ,07.11.2 011 ,"Co-operative , Wymondham ",12-Nov,Batch Number: KCB512 1210 HO ,KCB512 1210 HO ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 07.11.2 011 
583,35.0,cucumber,35.18,"Lidl, cucumber ",Pack size: ,Purchase Date: 07.11.2011 ,07.11.2011 ,"Lidl, Attleborough ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,,Refrigerated ,0.0,Purchase Date: 07.11.2011 
584,35.0,cucumber,35.19,Market cucumber ,Pack size: ,Purchase Date: 07.11.2011 ,07.11.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 07.11.2011 
585,35.0,cucumber,35.2,"Farm Fresh, cucumber ",Farm Fresh ,383.4,07.11.2011 ,"Booker, Norwich ",Best Before Date: ,Batch Number: 33/07 The Greenery 306 EXP.KCB 1153 53103801 ,33/07 The Greenery 306 EXP.KCB 1153 53103801 ,Plastic ,Chilled ,,1.0,Purchase Date: 26.09.2011 
586,36.0,peppers red,36.1,"Tesco, loose red pepper ",Pack size: ,158.7,26.09.2011 ,"Tesco, Harford Bridges, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 26.09.2011 
587,36.0,peppers red,36.2,"Tesco, crunchy mixed peppers ",Tesco ,135.7,26.09.2011 ,"Tesco, Harford Bridges, Norwich ",01-Oct,03-Oct,GN ,Plastic ,Ambient ,,1.0,3 pack 
588,36.0,peppers red,36.3,"Asda, l oose red pepper ",Pack size: ,150.7,26.09.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 26.09.2011 
589,36.0,peppers red,36.4,"Asda , organi cs pepper s ",Asda ,150.1,26.09.2011 ,"Asda, Norwich ",30-Sep,02-Oct,520568 07:57 GB -ORG -02 ,Plastic ,Ambi ent ,Refrigerated ,1.0,Purchase Date: 26.09.2011 
590,,peppers red,36.5,"Sainsbury’s, loose red pepper ",Pack size: ,192.9,26.09.2011 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 26.09.2011 
591,36.0,peppers red,36.6,"Morrisons, m ixed pepper s ",Morrisons ,164.2,26.09.2011 ,"Morrisons, Norwich ",02-Oct,04-Oct,Kcb7 5 0258 2263 ,Plastic ,Ambient ,,1.0,Purchase Date: 26.09.2011 
592,36.0,peppers red,36.7,"The Co -operative, 3 British m ixed pepper s ",The Co -operative ,120.4,26.09.2011 ,"Co-operative , Wymondham ",,05-Oct,M038V NCE1U1 ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 26.09.2011 
593,36.0,peppers red,36.8,"Aldi, mixed Pepper s ",Aldi ,137.8,26.09.2011 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: 01438 3905 E 14:25 ,01438 3905 E 14:25 ,Plastic ,,Refrigerated ,1.0,3 pack mixed 
594,36.0,peppers red,36.9,"Tesco, Market Value, pepper s ",Tesco Market Value ,104.0,26.09.2011 ,"Tesco, Blue Boar Road, Norwich ",30-Sep,Batch Number: P33 12:22 52168101 BV01 ,P33 12:22 52168101 BV01 ,Net ,Ambient ,Refrigerated ,1.0,Minimum 3 fruits 
595,36.0,peppers red,36.1,Market red pepper s ,Pack size: ,158.7,26.09.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 26.09.2011 
596,36.0,peppers red,36.11,"Makro, peppers red ",Makro ,Count x3 pieces ,26.09.2011 ,"Makro, Norwich ",Best Before Date: ,Batch Number: 353935 24273 verp :KCB 480 Jul code:252 ,353935 24273 verp :KCB 480 Jul code:252 ,Plastic ,Ambient ,Refrigerated ,0.0,Count x3 pieces 
597,36.0,peppers red,36.12,,Pack size: ,Purchase Date: 21.11.2011 ,21.11.2011 ,"Tesco, Blue Boar Road, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 21.11.2011 
598,36.0,peppers red,36.13,"Tesco, twin pack pepper s ",Tesco ,2 pack ,21.11.2011 ,"Tesco, Blue Boar Road, Norwich ",,27-Nov,GZ ,Plastic ,Ambient ,Refrigerated ,0.0,2 pack 
599,36.0,peppers r ed,36.14,"Asda, loose red pepper s ",Pack size: ,Purchase Date: 21.11.2011 ,21.11.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 21.11.2011 
600,,peppers red,36.15,"Asda, mixed pepper s ",Asda ,3 fruit ,21.11.2011 ,"Asda, Norwich ",,27-Nov,450037,Plastic ,Ambient ,Refrigerated ,0.0,3 fruit 
601,36.0,peppers red,36.16,"Sainsbury’s, loose red pepper ",Pack size: ,Purchase Date: 21.11.2011 ,21.11.2011 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 21.11.2011 
602,36.0,peppers  red,36.17,"Morrisons, organic twin p epper s ",Morrisons ,2 pcs ,21.11.2011 ,"Morrisons, Norwich ",24-Nov,25-Nov,GB-ORG -05 0901 ,Plastic ,Ambient ,Refrigerated ,0.0,2 pcs 
603,36.0,peppers red,36.18,,The Co -operative ,Purchase Date: 26.09.2011 ,26.09.2011 ,"The Co -operative, Wymondham ",Best Before Date: 25 Nov ,25-Nov,Supplied by M210 LG KCE114 ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 26.09.2011 
604,36.0,peppers red,36.19,"Oaklands, mixed p epper s ",Oaklands ,500g/3 pieces ,21.11.2011 ,"Lidl, Norwich ",Best Before Date: ,Batch Number: L-4603 W -385 ,L-4603 W -385 ,Plastic ,Ambient ,Refrigerated ,0.0,500g/3 pieces 
605,36.0,peppers red,36.21,Market red p epper ,Pack size: ,Purchase Date: 21.11.2011 ,21.11.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Refrig erated ,0.0,Purchase Date: 21.11.2011 
606,36.0,peppers red,36.22,"Farm Fresh, red p epper s ",Farm Fresh ,Counts x6 ,21.11.2011 ,"Booker, Norwich ",Best Before Date: ,Batch Number: The Greener y 313 EXP.KCB 1153 53243101/1 34/07 ,The Greener y 313 EXP.KCB 1153 53243101/1 34/07 ,Plastic ,Refrigerated ,Refrigerated ,0.0,Counts x6 
607,37.0,peppers red,37.1,"Tesco, loose red pepper ",Pack size: ,Purchase Date: 26.09.2011 ,26.09.2011 ,"Tesco, Harford Bridges, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 26.09.2011 
608,37.0,peppers red,37.2,"Tesco, crunchy mixed peppers ",Tesco ,3 pack ,26.09.2011 ,"Tesco, Harford Bridges, Norwich ",01-Oct,03-Oct,GN ,Plastic ,Ambient ,Refrigerated ,0.0,3 pack 
609,37.0,pepper s red,37.3,"Asda, l oose red pepper ",Pack size: ,Purchase Date: 26.09.2011 ,26.09.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 26.09.2011 
610,37.0,peppers red,37.4,"Asda , organics pepper s ",Asda ,Purchase Date: 26.09.2011 ,26.09.2011 ,"Asda, Norwich ",,02-Oct,520568 07:57 GB -ORG -02 ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 26.09.2011 
611,37.0,peppers red,37.5,,Pack size: ,Purchase Date: 26.09.2011 ,26.09.2011 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,,Refrigerated ,0.0,Purchase Date: 26.09.2011 
612,,peppers red,37.6,"Morrisons, m ixed pepper s ",Morrisons ,Purchase Date: 26.09.2011 ,26.09.2011 ,"Morrisons, Norwich ",02-Oct,04-Oct,Kcb7 5 0258 2263 ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 26.09.2011 
613,37.0,peppers red,37.7,"The Co -opera tive, 3 British m ixed pepper s ",The Co -operative ,Purchase Date: 26.09.2011 ,26.09.2011 ,"The Co-operative , Wymondham ",03-Oct,05-Oct,M038V NCE1U1 ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 26.09.2011 
614,37.0,peppers red,37.8,"Aldi, mixed Pepper s ",Aldi ,3 pack mixed ,,"Aldi, Norwich ",Best Before Date: ,Batch Number: 01438 3905 E 14:25 ,01438 3905 E 14:25 ,Plastic ,Ambient ,Refrigerated ,0.0,3 pack mixed 
615,37.0,peppers red,37.9,"Tesco, Market Value, pepper s ",Tesco Market Value ,Minimum 3 fruits ,26.09.2011 ,"Tesco, Blue Boar Road, Norwich ",30-Sep,,P33 12:22 52168101 BV01 ,Net ,Ambient ,Refrigerated ,0.0,Minimum 3 fruits 
616,37.0,peppers red,37.1,Market red pepper s ,Pack size: ,Purchase Date: 26.09.2011 ,26.09.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 26.09.2011 
617,37.0,peppers red,37.11,"Makro, peppers red ",Makro ,Count x3 pieces ,26.09.2011 ,"Makro, Norwich ",Best Before Date: ,Batch Number: 353935 24273 verp :KCB 480 Jul cod e:252 ,353935 24273 verp :KCB 480 Jul cod e:252 ,Plastic ,Ambient ,Refrigerated ,0.0,Count x3 pieces 
618,37.0,peppers red,37.12,"Tesco, loose red pepper s ",Pack size: ,Purchase Date: 21.11.2011 ,21.11.2011 ,"Tesco, Blue Boar Road, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 21.11.2011 
619,37.0,peppers red,37.13,"Tesco, twin pack pepper s ",Tesco ,2 pack ,21.11.2011 ,"Tesco, Blue Boar Road, Norwich ",25-Nov,27-Nov,GZ ,Plastic ,,Refrigerated ,0.0,2 pack 
620,37.0,peppers red,37.14,"Asda, loose red pepper s ",Pack size: ,Purchase Date: 21.11.2011 ,21.11.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 21.11.2011 
621,37.0,peppers red,37.15,"Asda, mixed pepper s ",Asda ,3 fruit ,21.11.2011 ,"Asda, Norwich ",25-Nov,27-Nov,450037,Plastic ,Ambient ,Refrigerated ,0.0,3 fruit 
622,37.0,peppers red,37.16,"Sainsbury’s, loose red pepper ",Pack size: ,Purchase Date: 21.11.2011 ,21.11.2011 ,"Sainsbury’s , Longwater, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 21.11.2011 
623,37.0,peppers red,37.17,"Morrisons, org anic twin p epper s ",Morrisons ,2 pcs ,21.11.2011 ,"Morrisons, Norwich ",24-Nov,25-Nov,GB-ORG -05 0901 ,Plastic ,,Refrigerated ,0.0,2 pcs 
624,37.0,peppers red,37.18,"The Co -operative, 3 m ixed peppers ",The Co -operative ,Purchase Date: 26.09.2011 ,26.09.2011 ,"The Co -operative, Wymondham ",Best Before Date: 25 Nov ,25-Nov,Supplied by M210 LG KCE114 ,Plastic ,Ambient ,,0.0,Purchase Date: 26.09.2011 
625,37.0,peppers red,37.19,"Oaklands, mixed p epper s ",Oaklands ,500g/3 pieces ,21.11.2011 ,"Lidl, Norwich ",Best Before Date: ,Batch Number: L-4603 W -385 ,L-4603 W -385 ,Plastic ,Ambient ,Refrigerated ,0.0,500g/3 pieces 
626,37.0,peppers red,37.2,"Tesco, Market Value, p epper s ",Tesco Market Value ,Minimum 3 fruits ,21.11.2011 ,"Tesco, Blue Boar Road, Norwich ",24-Nov,Batch Numb er: ,,Netting ,Ambient ,Refrigerated ,0.0,3 pack 
627,37.0,peppers red,37.21,Market red p epper ,Pack size: ,Purchase Date: 21.11.2011 ,21.11.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Refrigerated ,0.0,Purchase Date: 21.11.2011 
628,37.0,peppers red,37.22,"Farm Fresh, red p epper s ",Farm Fresh ,Counts x6 ,21.11.2011 ,"Booker, Norwich ",Best Before Date: ,Batch Number: The Greenery 313 EXP.KCB 1153 53243101/1 34/07 ,The Greenery 313 EXP.KCB 1153 53243101/1 34/07 ,Plastic ,Refrigerated ,Refrigerated ,0.0,Counts x6 
629,38.0,peppers yellow,38.1,"Tesco, loose yellow pepper ",Pack size: ,181.2,26.09.2011 ,"Tesco, Harford Bridges, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 26.09.2011 
630,38.0,peppers yellow,nan,"Tesco, crunchy mixed peppers ",Tesco ,Purchase Date: 17.10.2011 ,26.09.2011 ,"Tesco, Harford Bridges, Norwich ",01-Oct,03-Oct,GN ,Plastic ,Ambient ,Refrigerated ,1.0,2.5kg 
631,38.0,peppers yellow,38.3,"Asda, loose yellow pepper ",Pack size: ,138.9,26.09.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,,1.0,Purchase Date: 26.09.2011 
632,38.0,peppers yellow,38.4,"Asda, loose yellow pepper ",Pack size: ,164.9,26.09.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 26.09.2011 
633,38.0,peppers yellow,38.5,"Sainsbury’s, loose yellow pepper ",Pack size: ,196.3,26.09.2011 ,,Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 26.09.2011 
634,38.0,peppers yellow,38.6,,Morrisons ,130.0,26.09.2011 ,"Morrisons, Norwich ",01-Oct,03-Oct,kcb75 U 0258 22101 T17303/1008 ,Plast ic ,Ambient ,Refrigerated ,1.0,500g 
635,38.0,peppers yellow,38.7,"Waitrose, organic, mixed peppers ",Waitrose o rganic ,156.9,27.09.2 011 ,"Waitrose, Wymondham ",29-Sep,29-Sep,Supplier 272X CC ,Plastic ,Ambient ,Refrigerated ,1.0,X2 
636,38.0,peppers yellow,38.9,"Sainsbury’s, basics, peppers ",,116.2,26.09.2011 ,"Sainsbury’s, Longwater, Norwich ",30-Sep,30-Sep,23 CO482A F B 5 13:20 7157218 08.09 ,Plastic ,,Refrigerated ,1.0,600g 
637,38.0,peppers yellow,38.1,Market yellow peppers ,Pack size: ,181.2,26.09.2011 ,"Independent m arket stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Refrigerated ,1.0,Purchase Date: 26.09.2011 
638,38.0,peppers yellow,38.11,"Farm Fresh, mixed peppers ",Farm Fresh ,Counts x 6 ,26.09.2011 ,"Booker, Norwich ",Best Before Date: ,Batch Number: 27/05 262 EXP.KCB 605 ,27/05 262 EXP.KCB 605 ,Plastic ,Chilled ,Refrigerated ,0.0,Counts x 6 
639,38.0,peppers yellow,38.12,"Tesco, twin pack, peppers ",Tesco ,2 pack ,21.11.2011 ,"Tesco, Blue Boar Road, No rwich ",25-Nov,27-Nov,GZ ,Plastic ,Ambient ,Refrigerated ,0.0,2 pack 
640,38.0,peppers yellow,38.13,"Tesco, loose yellow pepper ",Pack size: ,Purchase Date: 21.11.2011 ,21.11.2011 ,"Tesco, Blue Boar Road, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 21.11.2011 
641,38.0,peppers yellow,38.14,"Asda, loose yellow pepper ",Pack size: ,Purchase Date: 21.11.2011 ,21.11.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 21.11.2011 
642,38.0,peppers yellow,38.15,"Asda , mixed peppers ",Asda ,3 fruit ,21.11.2011 ,"Asda, Norwich ",25-Nov,27-Nov,450082,Plastic ,Ambient ,Refrigerated ,0.0,3 fruit 
643,38.0,peppers yellow,38.16,"Sainsbury’s, loose yellow pepper ",Pack size: ,Purchase Date: 21.11.2011 ,21.11.2011 ,"Sainsbury’s, Longwater, Norwich ",,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 21.11.2011 
644,38.0,peppers yellow,38.17,"Morrisons, organic, twin peppers ",Morrisons organic ,2 pieces ,21.11.2011 ,"Morrisons, Norwich ",24-Nov,25-Nov,GB-ORG -05 0901 33178/0111 ,Plastic ,,Refrigerated ,0.0,2 pieces 
645,38.0,peppers yellow,38.18,"The Co -operative, 3 mixed peppers ",The Co -operative ,Purchase Date: 21.11.2011 ,21.11.2011 ,"The Co -operative, Wymondham ",Best Before Date: 25 Nov ,25-Nov,Supplied by M210  LG ,Plastic ,Ambient ,,0.0,Purchase Date: 21.11.2011 
646,38.0,peppers yellow,38.19,"Oaklands, mixed peppers ",Oaklands ,500g / 3 pieces ,21.11.2011 ,"Lidl, Norwich ",Best Before Date: ,Batch Number: L-4603 W -385 ,L-4603 W -385 ,Plastic ,Ambient ,Refrigerated ,0.0,500g / 3 pieces 
647,38.0,peppers yellow,38.2,"Tesco, Market Value, p epper s ",Tesco Market Value ,Minimum 3 fruits ,21.11.2011 ,"Tesco, Blue Boar Road, Norwich ",24-Nov,Batch Number: ,Packaging: Netting ,Netting ,Ambient ,Refrigerated ,0.0,Minimum 3 fruits 
648,38.0,peppers yellow,38.21,Market yellow peppers ,Pack size: ,Purchase Date: 21.11.2011 ,21.11.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 21.11.2011 
649,38.0,peppers yellow,38.22,"Makro, pepper mix ",Makro ,3 pieces ,21.11.2011 ,"Makro, Norwich ",Best Before Date: ,Batch Number: 352285 23949 3584 46 -4 ,352285 23949 3584 46 -4 ,Plastic ,,Refrigerated ,0.0,3 pieces 
650,39.0,bananas,39.1,"Tesco, Fair Trade, bananas ",Tesco ,174.8,21.11.2011 ,"Tesco, Blue Boar Road, Norwich ",22-Nov,24-Nov,Supplier: PGS17 DON 12010 02221 ,Plastic ,Ambient ,Ambient ,1.0,Purchase Date: 21.11.2011 
651,,bananas,39.2,"Tesco, k eep me , bananas ",Tesco ,161.0,18.11.2011 ,"Tesco, Blue Boar Road, No rwich ",19-Nov,22-Nov,Supplier code: PGS13 ,Plastic ,Ambient ,Ambient ,1.0,Count: 5 
652,39.0,bananas,39.3,"Asda o rganics , bananas ",Asda o rganics ,139.4,18.11.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 561007 ,561007,Plastic ,Ambient ,,1.0,Minimum 5 fruits 
653,,bananas,39.4,"Fyffes, loose b ananas ",Fyffes ,197.0,18.11.2011 ,"Asda, Norwich ",,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Ambient ,1.0,Purchase Date: 18.11.2011 
654,39.0,bananas,39.5,"Sainsbury’s, 5 bananas, Fairtrade  ",Sainsbury’s ,134.7,18.11.2011 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: ,Batch Number: W0982E FFLW0114 1768558 02.11 ,W0982E FFLW0114 1768558 02.11 ,Plastic ,Ambient ,Ambient ,1.0,Purchase Date: 18.11.2011 
655,39.0,bananas,39.6,"Morrisons, b ananas ",Morrisons ,187.0,21.11.2011 ,"Morrisons, Norwich ",,24-Nov,0732 FL ,Plastic ,Ambient ,Ambient ,1.0,Count: 5 
656,39.0,bananas,39.7,"The Co -operative, Fairtrade loose b ananas ",The Co -operative ,118.5,21.11.2011 ,"The Co -operative, Wymondham ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,,1.0,Purchase Date: 21.11.2011 
657,39.0,bananas,39.1,"Consul, b ananas ",Consul ,174.8,21.11.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Ambient ,1.0,Purchase Date: 21.11.2011 
658,39.0,bananas,nan,"Farm Fresh, b ananas ",Farm Fresh ,Purchase Date: 17.10.2011 ,21.11.2011 ,"Booker, Norwich ",Best Before Date: ,Batch Number: 35/2 PR ,35/2 PR ,Plastic ,Chilled ,Ambient ,1.0,2.5kg 
659,40.0,apples eating,40.1,"Tesco, British gala apples ",Tesco ,7 count ,14.11.2011 ,"Tesco, Blue Boar Road, Norwich ",17-Nov,19-Nov,NC71/91/9908 0560 000316507 ,Plastic ,Ambient ,Refrigerated ,1.0,7 count 
660,40.0,apples eating,40.2,"Tesco, loose Golden Delicious apples ",Tesco ,Purchase Date: 14.11.2011 ,14.11.2011 ,"Tesco, Blue Boar Road, Norwich ",Best Before Date: ,Batch Number: 4021 ,4021,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 14.11.2011 
661,40.0,apples eating,40.3,"Asda, Braeburn apples ",Asda ,5 fruit ,14.11.2011 ,"Asda, Norwich ",Best Before Date : ,,"GR.9061 -G94 PD307R 909567 PO. 147053, ",Plastic ,Ambient ,Refrigerated ,1.0,5 fruit 
662,40.0,apples eating,40.4,Pink Lady apples ,Pink Lady ,128.4,14.11.2011 ,"Asda, Norwich ",22-Nov,24-Nov,375396 909008 ,Plastic ,,Refrigerated ,1.0,4 pack 
663,,apples eating,40.5,"Sainsbury’s, loose Royal Gala apples ",Pack size: ,147.3,14.11.2011 ,"Sains bury’s, Longwater, Norwich ",Best Before Date: ,Batch Number: 4173 ,4173,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 14.11.2011 
664,40.0,apples eating,40.6,,Pack size: ,172.2,14.11.2011 ,"Morrisons, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambie nt ,Refrigerated ,1.0,Purchase Date: 14.11.2011 
665,,apples eating,40.7,"The Co -operative, British Royal Gala apples ",The Co -operative ,114.6,14.11.2011 ,,Best Before Date: 20 Nov ,20-Nov,M2578 OFD 666600 11 NEA6U3 ,Plastic ,Ambient ,Refrigerated ,1.0,8 fruits 
666,40.0,apples eating,40.8,"Aldi, Golden Delicious apples ",Aldi ,136.5,14.11.2011 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: Supplier no: 1117 Defra code: E58530 4604 EW 86 ,Supplier no: 1117 Defra code: E58530 4604 EW 86 ,Plastic ,Ambient ,Refrigerated ,1.0,7 fruits 
667,,apples eating,40.9,"Tesco, Market Value, apples ",Tesco Market Value ,128.7,14.11.2011 ,,18-Nov,Batch Number: EW65 ,EW65 ,Plastic ,Ambient ,Refrigerated ,1.0,Count: 5 fruits 
668,,apples eating,40.1,Market Braeburn apples ,Pack size: ,7 count ,14.11.2011 ,"Independent market st all, Norwich ",Best Before Date: ,Batch Number: 4101 ,4101,Paper ,Ambient ,Refrigerated ,1.0,7 count 
669,40.0,apples eating,40.12,"Tesco, British, Gala apples ",Tesco ,Count: 7 apples ,16.01.2012 ,"Tesco, Blue Boar Road, Norwich ",20-Jan,22-Jan,EW65 ,Plastic ,Ambient ,Refrigerated ,0.0,Count: 7 apples 
670,40.0,apples eating,40.13,"Tesco, Pink Lady apples ",Tesco ,Count: 6 fruit ,16.01.2012 ,"Tesco, Blue Boar Road, Norwich ",19-Jan,21-Jan,EW2 ,Plastic ,Ambient ,,0.0,Count: 6 fruit 
671,40.0,apples eating,40.14,"Asda, loose Gala apples ",Pack size: ,Purchase Date: 16.01.2012 ,16.01.2012 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 4133 ,4133,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 16.01.2012 
