Product Name,Weight,Packaging Details,Country,Food Group,Food_Category,Super_Category,Weight_Value,Weight_Unit,Normalized_Weight,Normalized_Unit
no salt added diced tomatoes,14.5 oz,Unknown Packaging,United States,Vegetables,Uncategorized,Other,411.07500000000005,g,411.07500000000005,g
no salt added tomato sauce,8 oz,Unknown Packaging,United States,Vegetables,Uncategorized,Other,226.8,g,226.8,g
crushed tomatoes,28 oz,Canned,"United States, World",Vegetables,Uncategorized,Other,793.8000000000001,g,793.8000000000001,g
grape tomatoes,227 g,"Plastic, Box, Pet-unknown","Canada,en:canada, World",Vegetables,Uncategorized,Other,227.0,g,227.0,g
campari tomatoes,454 g,"Plastic, Box, Fresh","United States, World",Vegetables,Uncategorized,Other,454.0,g,454.0,g
fine green beans,280 g,"Film - plastic, Mixed plastic-bag",United Kingdom,Vegetables,Legumes,Plant-based foods,280.0,g,280.0,g
tenderstem broccoli spears,220 g,"Film - plastic, Mixed plastic-packet, Tray - plastic",United Kingdom,Vegetables,Uncategorized,Other,220.0,g,220.0,g
carrots,500g,1 plastic bag to recycle with bags at large supermarket,United Kingdom,Vegetables,Uncategorized,Other,500.0,g,500.0,g
"california garden, foul medammas fèves, recette libanaise 450g",260 g,"Can, Food can",Émirats arabes unis,Vegetables,Uncategorized,Other,260.0,g,260.0,g
organic diced italian tomatoes,400 g,"Can,Food can","Australia,New Zealand",Vegetables,Uncategorized,Other,400.0,g,400.0,g
artischocken gegrillt gross,190g,Glass,"Frankreich, Italien, Germany",Vegetables,Uncategorized,Other,190.0,g,190.0,g
bio pflaumen tomaten,400g,Unknown Packaging,en:Germany,Vegetables,Uncategorized,Other,400.0,g,400.0,g
leeks,500 g,"Ldpe-packet, en:ldpe-bag",United Kingdom,Vegetables,Uncategorized,Other,500.0,g,500.0,g
diced tomatoes,796g,Boîte de conserve ou canette,"Canada, Germany, World",Vegetables,Uncategorized,Other,796.0,g,796.0,g
tomato paste,800g,Food can,"Griechenland, Germany",Vegetables,Uncategorized,Other,800.0,g,800.0,g
spinach,300 g,"Plastic, Ldpe-bag",United Kingdom,Vegetables,Uncategorized,Other,300.0,g,300.0,g
mexican style lime cilantro diced tomatoes with lime juice cilantro,283g,Unknown Packaging,"United States, World",Vegetables,Non-alcoholic beverages,Beverages,283.0,g,283.0,g
green giant riced veggies cauliflower medley,10 oz,Plastic,United States,Vegetables,Uncategorized,Other,283.5,g,283.5,g
potato flakes,16 oz,Unknown Packaging,"United States, World",Vegetables,Uncategorized,Other,453.6,g,453.6,g
pudding rice,500g,don’t recycle,United Kingdom,Vegetables,Uncategorized,Other,500.0,g,500.0,g
cherry vine tomatoes,400g,"Plastic, Card-tray, Hdpe-sleeve",United Kingdom,Vegetables,Uncategorized,Other,400.0,g,400.0,g
gurkentopf mit silberzwiebeln,850g,Glas,en:Germany,Vegetables,Uncategorized,Other,850.0,g,850.0,g
"collard greens, seasoned",397g,Can,"United States, Germany",Vegetables,Uncategorized,Other,397.0,g,397.0,g
cherry tomatoes,250g,Unknown Packaging,United Kingdom,Vegetables,Uncategorized,Other,250.0,g,250.0,g
farmhouse mixed vegetable,1 kg,Unknown Packaging,en:gb,Vegetables,Vegetables,Plant-based foods,1000.0,g,1000.0,g
curly leaf kale,200 g,en:ldpe-bag,en:United Kingdom,Vegetables,Uncategorized,Other,200.0,g,200.0,g
deftiger grünkohl,400g,,"Germany,Ireland",Vegetables,Uncategorized,Other,400.0,g,400.0,g
"bens original ready rice, long grain wild, 8.8 oz. pouch",8.8 oz,Unknown Packaging,en:us,Vegetables,Prepared meals,Processed foods,249.48000000000005,g,249.48000000000005,g
chargrilled veg,500 g,Unknown Packaging,gb,Vegetables,Uncategorized,Other,500.0,g,500.0,g
sliced carrots in water,300 g,Unknown Packaging,en:gb,Vegetables,Non-alcoholic beverages,Beverages,300.0,g,300.0,g
cauliflower cheese,400g,"Plastic bowl. Plastic film,carton",en:gb,Vegetables,Uncategorized,Other,400.0,g,400.0,g
just beetroot,500g,Plastic bag,United Kingdom,Vegetables,Uncategorized,Other,500.0,g,500.0,g
campari fair trade,8x2 Lb,Unknown Packaging,en:us,Vegetables,Uncategorized,Other,907.184,g,907.184,g
baby plum tomatoes,250 g,Unknown Packaging,en:United Kingdom,Vegetables,Uncategorized,Other,250.0,g,250.0,g
sweet potatoes,500g,Unknown Packaging,"United Kingdom,Scotland",Vegetables,Sugars and confectionery,Processed foods,500.0,g,500.0,g
ready to go mashed beans,250 g,Unknown Packaging,en:Romania,Vegetables,Legumes,Plant-based foods,250.0,g,250.0,g
organic plum tomatoes,390 g,Unknown Packaging,en:United Kingdom,Vegetables,Uncategorized,Other,390.0,g,390.0,g
"peas, broad beans, courgettes cabbage",275g,Unknown Packaging,United Kingdom,Vegetables,Legumes,Plant-based foods,275.0,g,275.0,g
butter beans,400g,Unknown Packaging,Unknown Country,Vegetables,Legumes,Plant-based foods,400.0,g,400.0,g
pak choi,250 g,en:ldpe-bag,en:United States,Vegetables,Uncategorized,Other,250.0,g,250.0,g
sabudana papad,100g,Unknown Packaging,en:India,Vegetables,Uncategorized,Other,100.0,g,100.0,g
garden peas,300g,Unknown Packaging,en:United Kingdom,Vegetables,Uncategorized,Other,300.0,g,300.0,g
cavolo nero kale,200g,Unknown Packaging,en:United Kingdom,Vegetables,Uncategorized,Other,200.0,g,200.0,g
pure basmati,1kg,Unknown Packaging,en:United Kingdom,Vegetables,Uncategorized,Other,1000.0,g,1000.0,g
asian stir fry mix,750g,Unknown Packaging,en:Ireland,Vegetables,Uncategorized,Other,750.0,g,750.0,g
tomato paste,6 oz,Canned,United States,Vegetables,Uncategorized,Other,170.10000000000002,g,170.10000000000002,g
"diced tomatoes basil, garlic oregano",14.5 oz,Canned,"United States, World",Vegetables,Uncategorized,Other,411.07500000000005,g,411.07500000000005,g
diced tomatoes no salt added,14.5 oz,"metal, paper","United States, World",Vegetables,Uncategorized,Other,411.07500000000005,g,411.07500000000005,g
"trader joes, small whole grain lentils",16 oz,Unknown Packaging,United States,Vegetables,Uncategorized,Other,453.6,g,453.6,g
diced tomatoes with habaneros,283g,Unknown Packaging,"Deutschland, United States, World",Vegetables,Uncategorized,Other,283.0,g,283.0,g
marinated artichoke hearts,12 oz,Unknown Packaging,United States,Vegetables,Uncategorized,Other,340.20000000000005,g,340.20000000000005,g
asparagus tips,100 g,Ps-tray,United Kingdom,Vegetables,Uncategorized,Other,100.0,g,100.0,g
tomato puree with basil,680 mL,Unknown Packaging,"Canada, World",Vegetables,Uncategorized,Other,680.0,ml,,g
fitness bowl,500g,,"Frankreich, Germany",Vegetables,Uncategorized,Other,500.0,g,500.0,g
tapioca pearl 250gx36 upc,250 g,fr:sachet plastique,France,Vegetables,Uncategorized,Other,250.0,g,250.0,g
sliced beetroot,425g,,"Australia,New Zealand",Vegetables,Uncategorized,Other,425.0,g,425.0,g
blue menu cut green beans,398 mL,Canned,Canada,Vegetables,Legumes,Plant-based foods,398.0,ml,,g
mixed vegetables,398 mL,Can,Canada,Vegetables,Vegetables,Plant-based foods,398.0,ml,,g
broccoli,1000g,de:Folienpack,Germany,Vegetables,Uncategorized,Other,1000.0,g,1000.0,g
marinated artichoke hearts,280 g,,France,Vegetables,Uncategorized,Other,280.0,g,280.0,g
stream fresh super sunshine mix 4 bags,540 g,,United Kingdom,Vegetables,Uncategorized,Other,540.0,g,540.0,g
sweet potatoes,500g,Ldpe-packet,United Kingdom,Vegetables,Sugars and confectionery,Processed foods,500.0,g,500.0,g
salted board beans,40 g,en:Bag,Thailand,Vegetables,Legumes,Plant-based foods,40.0,g,40.0,g
kaisergemuse,200g,,Germany,Vegetables,Uncategorized,Other,200.0,g,200.0,g
spinach,8 oz,,United States,Vegetables,Uncategorized,Other,226.8,g,226.8,g
chopped tomatoes,420g,Canned,Australia,Vegetables,Uncategorized,Other,420.0,g,420.0,g
,150 g,en:Bag,ประเทศไทย (Thai),Vegetables,Uncategorized,Other,150.0,g,150.0,g
rosenkohl tk,400g,Unknown Packaging,"Ireland, Germany",Vegetables,Uncategorized,Other,400.0,g,400.0,g
wild wonders,1.5 lb,,"Canada,United States",Vegetables,Uncategorized,Other,680.3879999999999,g,680.3879999999999,g
chunky chopped tomatoes,400 g,"Canned, Aluminium-tin",United Kingdom,Vegetables,Uncategorized,Other,400.0,g,400.0,g
just essentials cherry tomatoes,250g,"Item(s), Kilo, Ldpe-packet","France, en:gb",Vegetables,Uncategorized,Other,250.0,g,250.0,g
mixed vegetables,12 oz,Unknown Packaging,en:us,Vegetables,Vegetables,Plant-based foods,340.20000000000005,g,340.20000000000005,g
organic carrots,700g,en:Hdpe film-bag,United Kingdom,Vegetables,Uncategorized,Other,700.0,g,700.0,g
tomato sauce,15 oz,Unknown Packaging,United States,Vegetables,Uncategorized,Other,425.25,g,425.25,g
diced tomatoes,411g,Unknown Packaging,"Germany,United States",Vegetables,Uncategorized,Other,411.0,g,411.0,g
cocoa orange,35g,"en:Unknown-film,en:unknown-wrapper",Royaume-Uni,Fruits,Uncategorized,Other,35.0,g,35.0,g
crownfield premium fruit and nut muesli,750g,en:hdpe film-packet,"France,Royaume-Uni",Fruits,Fruit,Plant-based foods,750.0,g,750.0,g
soft pitted dates,250 g,1 plastic bag not recyclable at home,en:gb,Fruits,Uncategorized,Other,250.0,g,250.0,g
soft dates,300g,packs can be taken to larger supermarkets and recycled with carrier bags. for kerbside collection please check with your local council.,gb,Fruits,Uncategorized,Other,300.0,g,300.0,g
cacao orange raw fruit nut bars,5 x 35 g,Unknown Packaging,en:gb,Fruits,Fruit,Plant-based foods,35.0,g,35.0,g
,320 ml,Bouteille plastique,"Australia, France, Mexico, Morocco, New Zealand, Philippines, United States, en:india",Fruits,Uncategorized,Other,320.0,ml,,g
red seedless grapes,500 g,"Ldpe-film, Mixed plastic-box, en:ps-tray",United Kingdom,Fruits,Nuts and seeds,Plant-based foods,500.0,g,500.0,g
sift figs,200g,"Protective gas,de:Packung(en),Green dot,Product,fr:Sachet plastique,07","Czech Republic,France,Germany,Italy,Ireland,United Kingdom",Fruits,Uncategorized,Other,200.0,g,200.0,g
blueberries,250 g,Mixed plastic-tub,United Kingdom,Fruits,Uncategorized,Other,250.0,g,250.0,g
pitted dates,500 g,Unknown Packaging,en:United Kingdom,Fruits,Uncategorized,Other,500.0,g,500.0,g
blueberries,150g,"Plastic, Ldpe-film, Pet-tub",United Kingdom,Fruits,Uncategorized,Other,150.0,g,150.0,g
breakfast avocado,150g,Unknown Packaging,United Kingdom,Fruits,Uncategorized,Other,150.0,g,150.0,g
taste the difference medjool dates,500g,"Card-box,Mixed plastic-film",en:GB,Fruits,Uncategorized,Other,500.0,g,500.0,g
tropical fruits granola,1kg,,"France,United Kingdom",Fruits,Fruit,Plant-based foods,1000.0,g,1000.0,g
mini fruit bars,480g,Unknown Packaging,en:us,Fruits,Fruit,Plant-based foods,480.0,g,480.0,g
medjool dates,500g,Unknown Packaging,United Kingdom,Fruits,Uncategorized,Other,500.0,g,500.0,g
avocados,250g,"Plastic, Food safe, fr:Barquette plastique, fr:Film plastique, en:pp film-bag","en:france,de:Deutschland",Fruits,Uncategorized,Other,250.0,g,250.0,g
british strawberries,400 g,"Pet-tray, en:ldpe-sleeve",en:United Kingdom,Fruits,Uncategorized,Other,400.0,g,400.0,g
strawberry jam classic recipe,454g,"Lid,Glass-jar",United Kingdom,Fruits,Uncategorized,Other,454.0,g,454.0,g
whitworth whole cranberries,130 g,Unknown Packaging,en:United Kingdom,Fruits,Uncategorized,Other,130.0,g,130.0,g
tesco green seedless grapes pack,500 g,"en:ldpe-film, en:pet-tray","France, en:united-kingdom",Fruits,Nuts and seeds,Plant-based foods,500.0,g,500.0,g
british strawberries,400 g,en:pet-tray,United Kingdom,Fruits,Uncategorized,Other,400.0,g,400.0,g
wertvolle snacks dated pitted,200g,"Plastic, de:Tüte(n)","France,Allemagne,Luxembourg,Suisse",Fruits,Snack foods,Processed foods,200.0,g,200.0,g
blueberries,150 g,"Pet-tray, en:pp film-film",United Kingdom,Fruits,Uncategorized,Other,150.0,g,150.0,g
ananas in scheiben,0.565kg,"Boîte de conserve ou canette,Conserve,de:dose(n)","Belgique,Danemark,France,Allemagne,Espagne,États-Unis",Fruits,Uncategorized,Other,565.0,g,565.0,g
blueberrys,350 g,"Recycle, Crate, Tray, en:pet-tub, en:ldpe-wrapper","France,Royaume-Uni",Fruits,Uncategorized,Other,350.0,g,350.0,g
desiccated coconut,250 g,"Bag - plastic, Mixed plastic film-packet","France, United Kingdom",Fruits,Nuts and seeds,Plant-based foods,250.0,g,250.0,g
wonky blueberries,125g,"en:pet-tub, en:ppFilm-film",United Kingdom,Fruits,Uncategorized,Other,125.0,g,125.0,g
blueberries,150 g,Unknown Packaging,United Kingdom,Fruits,Uncategorized,Other,150.0,g,150.0,g
raspberries,150 g,"Mixed plastic-film, Pet-tray",United Kingdom,Fruits,Uncategorized,Other,150.0,g,150.0,g
lemons,500g,"Net, Plastic net, Stück","France,Germany,Ireland,United Kingdom",Fruits,Uncategorized,Other,500.0,g,500.0,g
avocado,145g,none,"Ireland, en:united-kingdom",Fruits,Uncategorized,Other,145.0,g,145.0,g
spicy smashed avocado,150 g,Unknown Packaging,"United Kingdom,Ireland",Fruits,Uncategorized,Other,150.0,g,150.0,g
red seedless grapes,500g,"Plastic, Tray, Plastic Tray, en:pet-tray, en:mixed plastic film-film",United Kingdom,Fruits,Nuts and seeds,Plant-based foods,500.0,g,500.0,g
,125g,Boîte plastique,"France,Hongrie,Pologne,Espagne,Royaume-Uni",Fruits,Uncategorized,Other,125.0,g,125.0,g
apricots,500g,,en:United Kingdom,Fruits,Uncategorized,Other,500.0,g,500.0,g
blueberry,500 g,,United Kingdom,Fruits,Uncategorized,Other,500.0,g,500.0,g
blueberries,150 g,"Pet-tray, en:pp film-sleeve",en:gb,Fruits,Uncategorized,Other,150.0,g,150.0,g
mandarines,600 g,Unknown Packaging,en:gb,Fruits,Uncategorized,Other,600.0,g,600.0,g
variety pack apple applegimme five fruit on the go,90 g,"Plastic,Pouch flask","France,United States, World",Fruits,Fruit,Plant-based foods,90.0,g,90.0,g
medjoul dates,500 g,Unknown Packaging,en:gb,Fruits,Uncategorized,Other,500.0,g,500.0,g
apples,300 g,Unknown Packaging,"France, United Kingdom",Fruits,Uncategorized,Other,300.0,g,300.0,g
organic medjools,907 g,Unknown Packaging,"France, United Kingdom, World, en:united-states",Fruits,Uncategorized,Other,907.0,g,907.0,g
medjool dates,400g,"Foil-film, Paper-bag",United Kingdom,Fruits,Uncategorized,Other,400.0,g,400.0,g
raspberries,150g,"Ldpe-tub, Pet-tub",en:gb,Fruits,Uncategorized,Other,150.0,g,150.0,g
chopped dates,250g,Unknown Packaging,en:gb,Fruits,Uncategorized,Other,250.0,g,250.0,g
avocado,100 g,Mixed plastic-unknown,United Kingdom,Fruits,Uncategorized,Other,100.0,g,100.0,g
orange,600g,",en:mixed plastic film-wrapper",en:United Kingdom,Fruits,Uncategorized,Other,600.0,g,600.0,g
selection of seedles grapes,500 g,"Ldpe-film, Pet-tub",en:United Kingdom,Fruits,Nuts and seeds,Plant-based foods,500.0,g,500.0,g
tesco pinapple slices in juice,425g,Unknown Packaging,gb,Fruits,Non-alcoholic beverages,Beverages,425.0,g,425.0,g
stawberries,250 g,"en:pet-tray, en:pp film-film",en:gb,Fruits,Uncategorized,Other,250.0,g,250.0,g
mango slices in light syrup,245 g,Boite métal,"France, Germany, en:united-kingdom",Fruits,Uncategorized,Other,245.0,g,245.0,g
sauerkirschen,350g,"Glas,Glas/Gläser,verre","Allemagne,France",Fruits,Uncategorized,Other,350.0,g,350.0,g
blueberries,550 g,Unknown Packaging,"United States, en:united-kingdom",Fruits,Uncategorized,Other,550.0,g,550.0,g
trauben - rot und kernlos,500g,Plastic Punnet,"Germany,Ireland",Fruits,Uncategorized,Other,500.0,g,500.0,g
perfectly imperfect mixed berries,1 Kg,en:mixed plastic-packet,United Kingdom,Fruits,Uncategorized,Other,1000.0,g,1000.0,g
white seedless grapes,500 g,"Ldpe-wrapper, Pet-tub, Plastic - film, Plastic - tray, en:pet-packet",United Kingdom,Fruits,Nuts and seeds,Plant-based foods,500.0,g,500.0,g
,500g,"Kunststoff, PP - Polypropylen","France,Germany,Slovenia",Fruits,Uncategorized,Other,500.0,g,500.0,g
,1 l,"Brique,en:container,en:composite-carton","France,Italie,Espagne,Pologne,Roumanie",Fruits,Uncategorized,Other,1.0,l,,g
easy peelers mandarin,600g,Mixed plastic-bag,en:GB,Fruits,Uncategorized,Other,600.0,g,600.0,g
dates,800g,Card-box,United Kingdom,Fruits,Uncategorized,Other,800.0,g,800.0,g
soothers blackcurrant,45 g,Paper-wrapper,"United Kingdom,United States",Fruits,Uncategorized,Other,45.0,g,45.0,g
blueberries,400 g,"Plastic,Pet-tub,Pp film-film",United Kingdom,Fruits,Uncategorized,Other,400.0,g,400.0,g
peach slices,240g,Unknown Packaging,"France, en:united-kingdom",Fruits,Uncategorized,Other,240.0,g,240.0,g
apricots by sainsburys,500g,Unknown Packaging,"France, United Kingdom",Fruits,Uncategorized,Other,500.0,g,500.0,g
pinapple chunks in juice,425/255 g,"Canned, Aluminium-can",United Kingdom,Fruits,Non-alcoholic beverages,Beverages,425255.0,g,425255.0,g
blueberries,125 g,"Plastic,RPET - Recycled Polyethylene terephthalate","Germany,Poland,Switzerland",Fruits,Uncategorized,Other,125.0,g,125.0,g
berry mix with sour cherries,750 g,"Kunststoff, Tüte, Flasche(n), Packung(en), Ultracongelado","France,Germany,Italy,Poland,Spain,Czech Republic",Fruits,Uncategorized,Other,750.0,g,750.0,g
,"1,5 kg",Sachet,France,Fruits,Uncategorized,Other,5000.0,g,5000.0,g
mandarin,600 g,"Unknown, Ldpe-unknown",en:gb,Fruits,Uncategorized,Other,600.0,g,600.0,g
sweetclems,600g,"Unknown, Mixed plastic film-wrapper, en:mixed plastic film-net",en:United Kingdom,Fruits,Sugars and confectionery,Processed foods,600.0,g,600.0,g
framboises,125 g,Boîte,"France,Germany,Netherlands",Fruits,Uncategorized,Other,125.0,g,125.0,g
mandarin segments,300 g,Unknown Packaging,en:gb,Fruits,Uncategorized,Other,300.0,g,300.0,g
fruity figs,4 x 40g,Unknown Packaging,en:Switzerland,Fruits,Fruit,Plant-based foods,40.0,g,40.0,g
pitted dates,44 oz,Unknown Packaging,en:Canada,Fruits,Uncategorized,Other,1247.4,g,1247.4,g
clementine,"2,3 kg","Plastique, Cagette, Bois","France,Allemagne",Fruits,Uncategorized,Other,3000.0,g,3000.0,g
cacao almond energy ball,40g,Unknown Packaging,"France,Royaume-Uni",Fruits,Uncategorized,Other,40.0,g,40.0,g
clementines,500 g,"Kunststoff, Netz, en:biodegradable-unknown, en:mixed plastic-packet, en:pp-unknown",Deutschland,Fruits,Uncategorized,Other,500.0,g,500.0,g
deglet nour dates,200g,Pet-tub,en:United Kingdom,Fruits,Uncategorized,Other,200.0,g,200.0,g
raspberries,150 g,Unknown Packaging,United Kingdom,Fruits,Uncategorized,Other,150.0,g,150.0,g
mandarin segments,300 g (drained : 175 g),Unknown Packaging,Royaume-Uni,Fruits,Uncategorized,Other,300.0,g,300.0,g
pineapple chunks,350g,"Canned, Steel-can","Frankreich,Deutschland,Vereinigte Staaten von Amerika",Fruits,Uncategorized,Other,350.0,g,350.0,g
pineapple rings in syrup,435g,"Métal,Boîte,Conserve","France,United Kingdom,Allemagne,États-Unis",Fruits,Uncategorized,Other,435.0,g,435.0,g
classic round tomatoes,400g,"Plastic, Film, Ldpe-packet",United Kingdom,Fruits,Uncategorized,Other,400.0,g,400.0,g
dried figs comet brand,500 g,"Plastique,Film",France,Fruits,Uncategorized,Other,500.0,g,500.0,g
cola cherry,330ml,,"Danemark,France",Fruits,Uncategorized,Other,330.0,ml,,g
raspberries,150 g,"Plastic, Film, Tray, Pet-tub","Jersey,United Kingdom",Fruits,Uncategorized,Other,150.0,g,150.0,g
cranberry juice drink,1l,en:composite-carton,"Germany, Ireland, en:united-kingdom",Fruits,Non-alcoholic beverages,Beverages,1.0,l,,g
sainsburys organic medjool dates,200g,Unknown Packaging,en:gb,Fruits,Uncategorized,Other,200.0,g,200.0,g
seedless white grapes,500 g,en:pp film-packet,en:United Kingdom,Fruits,Nuts and seeds,Plant-based foods,500.0,g,500.0,g
morrisons blueberries,150 g,en:pet-tray,United Kingdom,Fruits,Uncategorized,Other,150.0,g,150.0,g
fruit nut mix,200g,Unknown Packaging,en:United Kingdom,Fruits,Fruit,Plant-based foods,200.0,g,200.0,g
mixed seedless grapes,500g,"Plastic, 01 R-PET, Mixed plastic film-film, Mixed plastic-tray, Pet-tub",United Kingdom,Fruits,Nuts and seeds,Plant-based foods,500.0,g,500.0,g
raspberries,225g,"MixedPlastic-film, Pet-tray",United Kingdom,Fruits,Uncategorized,Other,225.0,g,225.0,g
raspberries,170 g,PET,"Canada,en:canada",Fruits,Uncategorized,Other,170.0,g,170.0,g
,750 g ℮,"Plastique, Sachet, Surgelé",France,Fruits,Uncategorized,Other,750.0,g,750.0,g
easy peelers,2 kg,Carton,France,Fruits,Uncategorized,Other,2000.0,g,2000.0,g
chopped dates,250g,Ldpe-packet,United Kingdom,Fruits,Uncategorized,Other,250.0,g,250.0,g
medjool dates,200g,"Mixed plastic-packet,Tray widely recycled film not yet recycled",Ireland,Fruits,Uncategorized,Other,200.0,g,200.0,g
organic medjool dates,200g,,"Ireland, en:united-kingdom",Fruits,Uncategorized,Other,200.0,g,200.0,g
blueberries,125g,"Tray,Mixed plastic-film,Pet-pot,Pet-tray,Unknown-film",United Kingdom,Fruits,Uncategorized,Other,125.0,g,125.0,g
crunchy green apple,130g,"en:pet-pot, en:pp film-film",en:gb,Fruits,Uncategorized,Other,130.0,g,130.0,g
goji berries,200g,en:mixed plastic-packet,en:gb,Fruits,Uncategorized,Other,200.0,g,200.0,g
soft sweet kiwi fruit,"4, 85-100g","Pet-tray, Pp film-film",en:United Kingdom,Fruits,Fruit,Plant-based foods,100.0,g,100.0,g
mango in juice,4 113g,Unknown Packaging,en:gb,Fruits,Non-alcoholic beverages,Beverages,113.0,g,113.0,g
pineapple chunks in juice,435g,Unknown Packaging,United States,Fruits,Non-alcoholic beverages,Beverages,435.0,g,435.0,g
strawberries,16 oz,,"France,United States",Fruits,Uncategorized,Other,453.6,g,453.6,g
unsweetened apple sauce,620 mL (21 fl Oz),,Canada,Fruits,Sugars and confectionery,Processed foods,620.0,ml,,g
smashed avocado,100g,Unknown Packaging,en:gb,Fruits,Uncategorized,Other,100.0,g,100.0,g
snacking dates,300 g,Unknown Packaging,United Kingdom,Fruits,Snack foods,Processed foods,300.0,g,300.0,g
red seedless grapes,500g,"Plastic, Ldpe-film, Pet-tub",United Kingdom,Fruits,Nuts and seeds,Plant-based foods,500.0,g,500.0,g
pomme golden,2kg,Unité,France,Fruits,Uncategorized,Other,2000.0,g,2000.0,g
"kirkland peaches sliced, cling, yellow, in extra light syrup",680 g,Unknown Packaging,"France, en:united-states",Fruits,Uncategorized,Other,680.0,g,680.0,g
strawberries,350g,"Mixed plastic-film,Pet-tray",United Kingdom,Fruits,Uncategorized,Other,350.0,g,350.0,g
watermelon,3.5kg,Unknown Packaging,en:United Kingdom,Fruits,Non-alcoholic beverages,Beverages,3500.0,g,3500.0,g
blackberries,170 g,"Pet-tub,plastic","Canada,États-Unis,en:canada",Fruits,Uncategorized,Other,170.0,g,170.0,g
dried plums pitted,200g,7,"Bulgaria,Romania",Fruits,Uncategorized,Other,200.0,g,200.0,g
organic sun-dried dates,40 oz,Plastic,United States,Fruits,Uncategorized,Other,1134.0,g,1134.0,g
oranges,1 kg,en:mixed plastic-sleeve,en:United Kingdom,Fruits,Uncategorized,Other,1000.0,g,1000.0,g
organic blueberries,150 g,,United Kingdom,Fruits,Uncategorized,Other,150.0,g,150.0,g
raspberries,250 g,"en:pet-tray, en:pp film-film","Ireland, en:united-kingdom",Fruits,Uncategorized,Other,250.0,g,250.0,g
seedless red grapes,400g,en:pet-tray,en:united-kingdom,Fruits,Nuts and seeds,Plant-based foods,400.0,g,400.0,g
fruit seeds,300g,Unknown Packaging,en:United Kingdom,Fruits,Fruit,Plant-based foods,300.0,g,300.0,g
driscolls organic raspberries,170g,Pet-tub,"Canada, en:united-states",Fruits,Uncategorized,Other,170.0,g,170.0,g
mixed seedless grapes,500g,"Plastic film,Plastic punnet",United Kingdom,Fruits,Nuts and seeds,Plant-based foods,500.0,g,500.0,g
,500g,"Plastique, Sachet, Carton, Barquette",France,Fruits,Uncategorized,Other,500.0,g,500.0,g
organic coconut creamed,200 g,,"France, en:united-kingdom",Fruits,Nuts and seeds,Plant-based foods,200.0,g,200.0,g
seedless easy peeler clementines,600 g,"Green dot, Mixed plastic-bag","France,United Kingdom",Fruits,Nuts and seeds,Plant-based foods,600.0,g,600.0,g
blueberries,150g,"en:pet-tub, en:pp film-film",en:United Kingdom,Fruits,Uncategorized,Other,150.0,g,150.0,g
khajoor fard date crown 500 gm,500g,Unknown Packaging,en:India,Fruits,Uncategorized,Other,500.0,g,500.0,g
oranges,500 g,"Item(s), Plastic net, en:ldpe-net",United Kingdom,Fruits,Uncategorized,Other,500.0,g,500.0,g
mandarijnen,1 kg,Net,Netherlands,Fruits,Uncategorized,Other,1000.0,g,1000.0,g
green seedless grapes,500 g,"en:pet-tub, en:pp film-film",en:gb,Fruits,Nuts and seeds,Plant-based foods,500.0,g,500.0,g
dadlar sour cola,125g,Unknown Packaging,Sweden,Fruits,Uncategorized,Other,125.0,g,125.0,g
tesco apple strawberries,90 g,Unknown Packaging,en:United Kingdom,Fruits,Uncategorized,Other,90.0,g,90.0,g
raspberries frozen,300g,Unknown Packaging,gb,Fruits,Uncategorized,Other,300.0,g,300.0,g
ananas en tranches au jus,0g,"Metal, Can, Canned, Puszka","France, Germany, Poland, Switzerland, en:united-kingdom",Fruits,Uncategorized,Other,0.0,g,0.0,g
medjool dates,180 g,"Boîte, Barquette plastique, Point vert","Czech Republic,France,Ireland,Italy,United Kingdom",Fruits,Uncategorized,Other,180.0,g,180.0,g
lychees in light syrup,425 g,Aluminium-can,United Kingdom,Fruits,Uncategorized,Other,425.0,g,425.0,g
jerichos finest medjoul dates,250 g,Unknown Packaging,"France, en:united-kingdom",Fruits,Uncategorized,Other,250.0,g,250.0,g
apricots,40g,"Pouch flask, Mixed plastic-bag, Ps-bag",United Kingdom,Fruits,Uncategorized,Other,40.0,g,40.0,g
supersweet strawberries,400 g,Pet-tub,"United Kingdom,en:united-kingdom",Fruits,Sugars and confectionery,Processed foods,400.0,g,400.0,g
black seedless grapes,500g,en:ldpe-bag,Royaume-Uni,Fruits,Nuts and seeds,Plant-based foods,500.0,g,500.0,g
strawberrys,400 g,"Ldpe-sleeve, Pet-tray",en:United Kingdom,Fruits,Uncategorized,Other,400.0,g,400.0,g
fruits à tartiner,235 g,Unknown Packaging,en:fr,Fruits,Fruit,Plant-based foods,235.0,g,235.0,g
peeled williams pear,120g,Unknown Packaging,"Switzerland,United Kingdom",Fruits,Uncategorized,Other,120.0,g,120.0,g
nutmilk chocomix,110 g,Unknown Packaging,en:United Kingdom,Fruits,Milk and milk products,Animal-based foods,110.0,g,110.0,g
pineapple slices in juice,425 g (255 g),"Metal, Can, Steel-tin",United Kingdom,Fruits,Non-alcoholic beverages,Beverages,425.0,g,425.0,g
sapphire raspberries,225g,Plastic tray,Royaume-Uni,Fruits,Uncategorized,Other,225.0,g,225.0,g
blueberries,150 g,"Container, Pet-tray, Pp film-film",United Kingdom,Fruits,Uncategorized,Other,150.0,g,150.0,g
black seedless grapes,500g,"Mixed plastic-sleeve, Pet-tray",United Kingdom,Fruits,Nuts and seeds,Plant-based foods,500.0,g,500.0,g
