Food_Code,Food_Name,Description,Food_Group,Previous,Main data references,Footnote,Water (g),Total nitrogen (g),Protein (g),Fat (g),Carbohydrate (g),Energy (kcal) (kcal),Energy (kJ) (kJ),Starch (g),Oligosaccharide (g),Total sugars (g),Glucose (g),Galactose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),Alcohol (g),NSP (g),AOAC fibre (g),Satd FA /100g FA (g),Satd FA /100g fd (g),n-6 poly /100g FA (g),n-6 poly /100g food (g),n-3 poly /100g FA (g),n-3 poly /100g food (g),cis-Mono FA /100g FA (g),cis-Mono FA /100g Food (g),Mono FA/ 100g FA (g),Mono FA /100g food (g),cis-Polyu FA /100g FA (g),cis-Poly FA /100g Food (g),Poly FA /100g FA (g),Poly FA /100g food (g),Sat FA excl Br /100g FA (g),Sat FA excl Br /100g food (g),Branched chain FA /100g FA (g),Branched chain FA /100g food (g),Trans FAs /100g FA (g),Trans FAs /100g food (g),Cholesterol (mg),Food_Category,Super_Category
15-829,"Pakora/bhajia, potato and cauliflower, fried in vegetable oil, homemade","Recipe, vegetables fried in chick pea flour batter",DR,15-549 ,Updated 2014,,42.6,1.39,8.6,22.3,23.9,325,1354,17.3,,2.0,0.5,,0.4,1.0,0.0,0.0,,4.0,4.0,,1.77,,,,,,,,11.97,,,,7.17,,,,,,0.01,0.0,Unknown,Unknown
15-830,"Pakora/bhajia, potato, carrot and pea, fried in vegetable oil, homemade","Recipe, vegetables fried in chick pea flour batter",DR,15-550 ,Updated 2014,,28.0,1.99,12.5,22.7,28.9,355,1483,25.1,,1.9,0.1,,0.1,1.6,0.0,0.0,0.0,6.1,6.1,,1.67,,,,,,,,12.27,,,,7.29,,,,,,0.01,0.0,Unknown,Unknown
15-831,"Pakora/bhajia, potato, fried in vegetable oil, homemade",Recipe. Potatoes fried in chick pea flour batter,DR,15-548 ,Updated 2014,,36.0,1.47,9.2,19.6,28.4,315,1316,26.0,,1.4,0.3,,0.3,0.8,0.0,0.0,0.0,4.5,5.0,,1.41,,,,,,,,10.81,,,,6.18,,,,,,0.01,0.0,Unknown,Unknown
15-832,"Pakora/bhajia, spinach, fried in vegetable oil, homemade","Recipe, spinach fried in chick pea flour batter",DR,15-551 ,Updated 2014,,22.8,2.33,14.6,22.2,30.0,360,1505,26.1,,1.9,0.2,,0.2,1.5,0.0,0.0,0.0,7.0,N,,1.65,,,,,,,,11.67,,,,7.35,,,,,,0.01,0.0,Unknown,Unknown
15-653,"Pakora/bhajia, vegetable, retail",Recipe from manufacturer,DR,15-232 ,"Vitamin K1 from Bolton-Smith et al, Br.J. Nutr 83, 2000. Vegetable Dishes Supplement (1992); and industry data, 2013",,50.5,1.04,6.4,14.7,21.4,238,995,17.5,1.3,2.4,0.7,0.0,0.6,1.1,Tr,0.0,0.0,3.6,N,,1.00,,,,,,,,7.60,,,,4.80,,,,,,N,0.0,Unknown,Unknown
15-645,"Pancakes, stuffed with vegetables, homemade","Tomato, mushroom and onion stuffing. Recipe adapted from a recipe from Leeds Polytechnic",DR,15-376 ,Updated 2013,,74.4,0.69,4.1,4.2,15.8,113,474,11.0,,4.4,1.1,Tr,1.0,0.4,0.0,1.9,0.0,1.0,1.2,,0.95,,,,,,,,0.95,,,,1.87,,,,,,0.03,23.7,Unknown,Unknown
15-833,"Pancakes, stuffed with vegetables, wholemeal, homemade","Tomato, mushroom and onion stuffing. Recipe adapted from a recipe from Leeds Polytechnic",DR,15-552 ,Updated 2014,,73.6,0.73,4.4,5.0,14.2,115,484,9.4,,4.5,1.1,,1.0,0.5,Tr,1.7,,1.8,2.1,,1.39,,,,,,,,1.16,,,,1.98,,,,,,0.05,26.0,Unknown,Unknown
15-835,Pastichio,"Recipe. Greek dish. Macaroni, lentil and vegetables with white sauce.",DR,15-553 ,Updated 2014,,66.0,1.14,7.0,6.3,17.2,150,630,15.1,,2.8,0.6,,0.6,0.3,0.1,1.1,,1.6,N,,3.71,,,,,,,,1.65,,,,0.38,,,,,,0.20,33.1,Unknown,Unknown
15-646,"Pasty, vegetable, homemade",Recipe from dietary survey records,DR,15-377 ,Updated 2013,,44.6,0.73,4.2,19.1,30.0,301,1259,28.1,,1.8,0.5,,0.3,0.7,0.3,Tr,0.0,2.0,2.8,,7.08,,,,,,,,8.04,,,,2.96,,,,,,0.01,1.2,Unknown,Unknown
15-836,"Pasty, vegetable, wholemeal, homemade",Recipe from dietary survey records,DR,15-554 ,Updated 2014,,45.6,0.83,4.9,15.2,30.7,272,1137,28.8,,1.9,0.3,,0.3,1.0,0.1,0.1,,4.0,N,,9.20,,,,,,,,3.76,,,,0.80,,,,,,0.50,37.1,Unknown,Unknown
15-837,"Peppers, green, stuffed with rice, homemade","Recipe. Green peppers with rice, tomato and raisin stuffing. Recipe from review of recipe collection",DR,15-555 ,Updated 2014,,79.8,0.28,1.7,1.9,14.4,77,329,8.7,,5.5,2.6,,2.8,0.1,0.0,0.0,0.0,1.3,N,,0.19,,,,,,,,0.96,,,,0.63,,,,,,Tr,0.0,Unknown,Unknown
15-852,"Peppers, green, stuffed with vegetables, cheese topping, homemade",Recipe. Green peppers with mixed vegetable stuffing. Recipe from a review of recipe collection,DR,,Updated 2014,,83.4,0.44,2.6,5.6,5.2,80,335,N,,N,N,Tr,N,N,Tr,0.0,,N,N,,N,,,,,,,,N,,,,N,,,,,,0.08,5.5,Unknown,Unknown
15-838,"Pesto sauce, homemade",Recipe. Italian dish. Basil and parmesan sauce for pasta. Recipe from Waltham Forest College,DR,15-557 ,Updated 2014,,27.2,3.06,19.0,46.2,2.4,501,2073,0.5,,N,N,,N,N,0.0,0.4,0.0,N,N,,12.26,,,,,,,,22.22,,,,9.44,,,,,,0.50,40.8,Unknown,Unknown
15-816,"Pie, lentil and cheese, homemade",recipe from dietary survey records,DR,15-537 ,Updated 2014,,60.8,1.76,11.0,9.3,14.5,182,763,12.3,,1.5,0.4,,0.4,0.8,0.0,0.0,0.0,2.3,N,,3.84,,,,,,,,3.45,,,,1.27,,,,,,0.24,16.1,Unknown,Unknown
15-839,"Pie, Quorn and vegetable",Recipe from Marlow Foods Ltd,DR,15-558 ,Updated 2014,,65.2,1.23,7.6,10.4,13.2,174,726,9.6,,3.4,0.4,,0.2,1.1,0.3,1.3,,N,3.4,,4.88,,,,,,,,N,,,,N,,,,,,0.10,15.6,Unknown,Unknown
15-840,"Pie, spinach, homemade","Recipe. Greek dish. Spinach, leek, feta cheese and egg pie. Recipe from a personal collection",DR,15-559 ,Updated 2014,,66.2,0.99,6.2,13.3,8.6,177,736,5.9,,2.6,0.5,,0.6,0.4,0.3,0.8,,2.0,N,,5.62,,,,,,,,5.52,,,,1.32,,,,,,N,14.4,Unknown,Unknown
15-647,"Pie, vegetable, homemade",Recipe from review of recipe collection,DR,15-379 ,Updated 2013,,68.4,0.51,2.9,9.4,17.1,160,668,15.9,0.2,2.8,1.0,Tr,1.0,0.6,0.1,Tr,0.0,1.5,N,,2.59,,,,,,,,3.10,,,,2.23,,,,,,Tr,0.6,Unknown,Unknown
15-841,"Pie, vegetable, wholemeal, homemade",Recipe from review of recipe collection,DR,15-560 ,Updated 2014,,68.0,0.57,3.4,7.8,18.0,151,633,13.2,,3.0,1.0,,1.0,0.7,0.1,0.0,,2.5,N,,4.67,,,,,,,,1.89,,,,0.46,,,,,,0.25,18.9,Unknown,Unknown
15-842,"Pilaf, rice with spinach, homemade",Greek dish. Recipe from a personal collection,DR,15-561 ,Updated 2014,,73.6,0.60,3.7,1.9,17.8,104,437,15.7,,1.6,0.5,,0.5,0.5,0.0,0.0,0.0,1.7,N,,0.28,,,,,,,,0.47,,,,1.05,,,,,,Tr,0.0,Unknown,Unknown
15-843,"Pilaf, rice with tomato, homemade","Recipe, Greek dish. Recipe from a personal collection",DR,15-616 ,Updated 2014,,66.5,0.49,2.9,2.6,27.9,147,624,26.8,,0.9,0.4,,0.4,0.2,0.0,0.0,0.0,0.4,0.7,,0.35,,,,,,,,0.67,,,,1.13,,,,,,Tr,0.0,Unknown,Unknown
15-845,"Pilau, egg and potato, brown rice, homemade",Recipe. Rice-based dish. Recipe from review of recipe collection,DR,15-563 ,Updated 2014,,72.1,0.76,4.7,2.8,19.5,117,495,18.9,,1.6,0.6,,0.4,0.6,0.0,0.0,,1.1,1.4,,0.60,,,,,,,,0.88,,,,0.84,,,,,,Tr,57.0,Unknown,Unknown
15-844,"Pilau, egg and potato, homemade",Recipe. Rice-based dish. Recipe from review of recipe collection,DR,15-562 ,Updated 2014,,72.1,0.71,4.4,2.5,22.4,124,525,18.5,,1.4,0.5,,0.4,0.5,0.0,0.0,,0.8,1.0,,0.54,,,,,,,,0.77,,,,0.73,,,,,,Tr,56.9,Unknown,Unknown
15-846,"Pilau, mushroom, homemade",Recipe. Rice-based dish. Recipe from a personal collection,DR,15-564 ,Updated 2014,,70.5,0.44,2.5,3.5,23.9,138,584,22.9,,0.8,0.3,,0.2,0.2,0.0,Tr,0.0,1.4,0.7,,2.00,,,,,,,,0.93,,,,0.23,,,,,,0.07,8.2,Unknown,Unknown
12-472,"Pilau, vegetable, homemade","6 samples, containing vegetables",DR,,"University of Leeds, Nutritional analysis of commonly consumed South Asian foods in the UK, 2007",,69.2,0.53,3.3,1.5,22.6,112,474,22.3,,0.3,Tr,0.0,0.3,Tr,0.0,0.0,,N,2.2,,0.34,,,,,,,,0.55,,,,0.51,,,,,,0.01,4.0,Unknown,Unknown
15-255,"Pizza, tomato, homemade",Recipe from review of recipe collection,DR,,As Vegetable Dishes Supplement 1992,,60.8,0.57,3.3,10.6,22.6,193,808,19.6,0.0,3.0,1.0,0.0,1.1,0.8,Tr,0.0,,1.4,,,1.50,,,,,,,,7.10,,,,1.40,,,,,,,0.0,Unknown,Unknown
15-849,"Potato cakes, fried in rapeseed oil",Recipe,DR,15-569 ,Updated 2014,,54.6,0.65,3.9,8.4,31.4,210,884,31.5,,1.1,0.2,,0.2,0.3,0.0,0.4,0.0,1.6,2.1,,1.79,,,,,,,,4.10,,,,1.88,,,,,,0.07,5.3,Unknown,Unknown
15-259,"Potato, leek and celery bake",Recipe from dietary survey records,DR,,As Vegetable Dishes Supplement 1992,,73.1,0.69,4.4,6.5,12.6,122,512,10.8,Tr,1.6,0.2,0.0,0.1,0.2,Tr,1.1,,0.8,,,3.90,,,,,,,,1.60,,,,0.20,,,,,,,17.0,Unknown,Unknown
15-261,"Potatoes with onions and eggs, fried",Greek dish. Fried potatoes with onion and egg. Recipe from a personal collection,DR,,As Vegetable Dishes Supplement 1992,,43.7,1.26,7.8,23.8,19.1,316,1318,17.3,0.5,1.4,0.5,0.0,0.4,0.5,0.0,0.0,,1.4,,,4.30,,,,,,,,6.80,,,,10.90,,,,,,,172.0,Unknown,Unknown
15-850,"Potatoes, duchesse","Recipe. Baked potato, egg and butter shapes. Recipe from review of recipe collection",DR,15-570 ,Updated 2014,,72.3,0.49,3.1,5.1,17.5,124,522,16.7,,0.8,0.3,,0.3,0.2,0.0,0.0,,1.0,1.6,,2.89,,,,,,,,1.40,,,,0.30,,,,,,0.14,45.6,Unknown,Unknown
15-262,Quorn korma,Quorn in korma curry sauce. Recipe from manufacturer,DR,,As Vegetable Dishes Supplement 1992,,71.1,0.62,3.7,7.0,16.7,140,590,15.0,0.4,1.3,0.3,0.0,0.3,0.6,0.0,0.2,,N,,,3.70,,,,,,,,1.60,,,,1.30,,,,,,,2.0,Unknown,Unknown
15-659,"Ratatouille, homemade",Recipe adapted from literature sources,DR,15-571 ,Recalculated 2013,,84.7,0.20,1.2,7.0,3.8,82,339,0.2,0.3,3.3,1.5,Tr,1.4,0.4,0.0,0.0,0.0,1.7,N,,0.88,,,,,,,,1.36,,,,4.37,,,,,,Tr,0.0,Unknown,Unknown
15-853,Red pea loaf,Recipe. West Indian dish. Red kidney beans. Recipe from a personal collection,DR,15-573 ,Updated 2014,,64.4,1.48,9.2,3.4,15.6,127,539,13.0,,0.9,0.1,,0.0,0.7,0.0,0.0,,6.0,N,,0.78,,,,,,,,1.39,,,,0.88,,,,,,0.02,36.9,Unknown,Unknown
15-854,Re-fried beans,Recipe. Mashed kidney bean dish. Recipe from review of recipe collection,DR,15-572 ,Updated 2014,,62.5,1.13,7.1,8.6,15.0,169,710,11.9,,1.4,0.3,,0.2,0.8,0.0,Tr,,5.6,N,,2.54,,,,,,,,3.86,,,,1.72,,,,,,0.01,1.0,Unknown,Unknown
15-855,Rice and black-eye beans,Recipe. West Indian dish. Recipe from review of recipe collection,DR,15-574 ,Updated 2014,,57.6,0.92,5.6,2.2,34.1,170,723,32.7,,0.9,0.1,,0.1,0.5,0.0,Tr,,1.4,N,,0.95,,,,,,,,0.67,,,,0.39,,,,,,Tr,0.2,Unknown,Unknown
15-856,"Rice and black-eye beans, brown rice",Recipe. West Indian dish. Recipe from review of recipe collection,DR,15-575 ,Updated 2014,,57.8,0.97,5.9,2.4,31.6,164,694,31.0,,1.0,0.3,,0.1,0.8,0.0,Tr,,1.8,N,,0.96,,,,,,,,0.74,,,,0.45,,,,,,Tr,0.2,Unknown,Unknown
15-857,Rice and pigeon peas,Recipe. West Indian dish. Recipe from review of recipe collection,DR,15-576 ,Updated 2014,,59.5,0.80,4.9,2.2,33.1,163,693,32.3,,0.7,0.1,,0.1,0.4,0.0,Tr,,N,N,,0.89,,,,,,,,0.64,,,,0.40,,,,,,Tr,0.2,Unknown,Unknown
15-858,"Rice and pigeon peas, brown rice",Recipe. West Indian dish. Recipe from review of recipe collection,DR,15-577 ,Updated 2014,,59.7,0.85,5.2,2.3,30.8,157,666,30.6,,0.8,0.3,,0.1,0.6,0.0,Tr,,N,N,,0.90,,,,,,,,0.71,,,,0.46,,,,,,Tr,0.2,Unknown,Unknown
15-859,Rice and red kidney beans,Recipe. West Indian dish. Recipe from review of recipe collection,DR,15-578 ,Updated 2014,,59.2,0.85,5.2,2.1,31.5,158,672,30.6,,0.5,0.0,,0.0,0.4,0.0,Tr,,2.3,N,,0.88,,,,,,,,0.66,,,,0.40,,,,,,Tr,0.2,Unknown,Unknown
15-860,"Rice and red kidney beans, brown rice",Recipe. West Indian dish. Recipe from review of recipe collection,DR,15-579 ,Updated 2014,,59.4,0.91,5.5,2.3,29.1,152,644,28.9,,0.6,0.2,,0.0,0.6,0.0,Tr,,2.4,N,,0.89,,,,,,,,0.73,,,,0.45,,,,,,Tr,0.2,Unknown,Unknown
15-861,Rice and split peas,Recipe. West Indian dish. Recipe from review of recipe collection,DR,15-580 ,Updated 2014,,54.7,0.95,5.8,2.5,37.3,186,789,36.4,,0.8,0.1,Tr,0.1,0.4,0.0,Tr,,1.2,N,,1.00,,,,,,,,0.76,,,,0.50,,,,,,Tr,0.2,Unknown,Unknown
15-862,"Rice and split peas, brown rice",Recipe. West Indian dish. Recipe from review of recipe collection,DR,15-581 ,Updated 2014,,54.8,1.01,6.2,2.7,34.7,179,758,34.5,,0.9,0.3,,0.1,0.7,0.0,Tr,,1.7,N,,1.01,,,,,,,,0.83,,,,0.56,,,,,,Tr,0.2,Unknown,Unknown
15-864,"Risotto, vegetable, brown rice","Recipe. Brown rice, vegetables, red kidney beans and cashew nuts. Recipe from Leeds Polytechnic",DR,15-582 ,Updated 2014,,68.2,0.72,4.0,6.2,17.3,136,573,15.1,,1.8,0.5,,0.5,0.7,0.0,0.0,,2.4,N,,0.72,,,,,,,,3.45,,,,1.63,,,,,,Tr,Tr,Unknown,Unknown
15-863,"Risotto, white rice, vegetable, homemade","Risotto rice, vegetables, red kidney beans and cashew nuts. Recipe from Leeds Polytechnic",DR,,Updated 2014,,68.4,0.69,3.8,6.1,18.5,139,586,16.3,,1.7,0.5,,0.5,0.6,0.0,0.0,,2.2,N,,0.71,,,,,,,,3.41,,,,1.62,,,,,,Tr,0.0,Unknown,Unknown
15-281,"Rissoles, brown rice, fried in sunflower oil",Recipe from dietary survey records,DR,,"Vegetable Dishes Supplement, 1992.",,51.5,0.95,5.6,8.8,30.8,216,911,29.1,0.2,1.5,N,0.0,N,N,N,0.0,,2.5,,,1.30,,,,,,,,2.00,,,,4.70,,,,,,,25.0,Unknown,Unknown
15-282,"Rissoles, brown rice, fried in vegetable oil",Recipe from dietary survey records.,DR,,"Vegetable Dishes Supplement, 1992.",,51.5,0.95,5.6,8.8,30.8,216,911,29.1,0.2,1.5,N,0.0,N,N,N,0.0,,2.5,,,1.20,,,,,,,,3.00,,,,3.70,,,,,,,25.0,Unknown,Unknown
15-865,"Rissoles, chick pea, fried in sunflower oil",Recipe from dietary survey records,DR,15-583 ,Updated 2014,,52.7,1.28,8.0,16.7,16.0,243,1013,15.0,,0.4,0.0,,0.0,0.4,0.0,0.0,,4.1,N,,2.06,,,,,,,,3.64,,,,9.79,,,,,,Tr,23.2,Unknown,Unknown
15-866,"Rissoles, chick pea, fried in vegetable oil",Recipe from dietary survey records,DR,15-584 ,Updated 2014,,52.7,1.28,8.0,16.7,16.0,243,1013,15.0,,0.4,0.0,,0.0,0.4,0.0,0.0,,4.1,N,,1.34,,,,,,,,8.79,,,,5.28,,,,,,Tr,23.2,Unknown,Unknown
15-279,"Rissoles, lentil, fried in sunflower oil",Recipe from review of recipe collection,DR,,"Vegetable Dishes Supplement, 1992.",,52.5,1.45,8.9,10.5,22.0,211,886,18.9,1.0,2.0,N,0.0,N,N,N,0.0,,3.6,,,1.40,,,,,,,,2.30,,,,6.00,,,,,,,21.0,Unknown,Unknown
15-280,"Rissoles, lentil, fried in vegetable oil",Recipe from review of recipe collection,DR,,"Vegetable Dishes Supplement, 1992.",,52.5,1.45,8.9,10.5,22.0,211,886,18.9,1.0,2.0,N,0.0,N,N,N,0.0,,3.6,,,1.30,,,,,,,,3.60,,,,4.70,,,,,,,21.0,Unknown,Unknown
15-867,"Rissoles, vegetable, fried in sunflower oil","Recipe. Potato, turnip, carrot and pea. Recipe from dietary survey records",DR,15-585 ,Updated 2014,,75.9,0.24,1.5,7.2,13.2,121,504,11.5,,1.6,0.4,,0.4,0.8,0.0,Tr,,1.3,N,,1.19,,,,,,,,1.82,,,,3.83,,,,,,Tr,0.2,Unknown,Unknown
15-868,"Rissoles, vegetable, fried in vegetable oil","Recipe. Potato, turnip, carrot and pea. Recipe from dietary survey records",DR,15-586 ,Updated 2014,,75.9,0.24,1.5,7.2,13.2,121,504,11.5,,1.6,0.4,,0.4,0.8,0.0,Tr,,1.3,N,,0.89,,,,,,,,3.99,,,,1.92,,,,,,Tr,0.2,Unknown,Unknown
15-869,"Roulade, spinach",Recipe from dietary survey records,DR,15-587 ,Updated 2014,,68.6,1.61,10.1,13.3,4.5,182,758,2.7,,2.0,0.1,,0.1,0.2,0.0,1.6,,1.1,N,,7.33,,,,,,,,3.73,,,,0.95,,,,,,0.41,122.6,Unknown,Unknown
15-629,"Saag, homemade","5 samples, spinach curry",DR,,"University of Leeds, Nutritional analysis of commonly consumed South Asian foods in the UK, 2007",,78.1,0.53,3.3,8.8,5.0,111,462,3.3,,1.7,0.6,0.0,0.6,0.5,0.0,0.0,0.0,2.4,2.3,,1.45,,,,,,,,3.82,,,,3.00,,,,,,0.03,7.1,Unknown,Unknown
15-870,"Salad, beetroot and onion in French dressing",Recipe from review of recipe collection,DR,15-588 ,Updated 2014,,80.8,0.31,1.9,3.1,9.5,71,299,1.0,,8.2,N,,N,N,0.0,0.0,,N,N,,N,,,,,,,,N,,,,N,,,,,,N,0.0,Unknown,Unknown
15-871,"Salad, Greek","Recipe. Salad with feta cheese, olives and olive oil. Recipe from review of recipe collection",DR,15-589 ,Updated 2014,,80.0,0.43,2.7,12.6,1.9,131,542,0.0,,1.8,0.7,,0.9,0.0,0.0,0.2,0.0,0.9,N,,3.32,,,,,,,,7.44,,,,0.93,,,,,,N,9.8,Unknown,Unknown
15-648,"Salad, green","Lettuce, cucumber, pepper and celery. Recipe from review of recipe collection",DR,15-380 ,Updated 2013,,95.4,0.16,1.0,0.4,1.6,13,57,0.0,,1.6,0.7,Tr,0.9,0.0,0.0,0.0,0.0,1.1,N,,0.04,,,,,,,,Tr,,,,0.08,,,,,,0.00,0.0,Unknown,Unknown
15-872,"Salad, pasta, vegetables and mayonnaise",Recipe from dietary survey records,DR,15-590 ,Updated 2014,,70.4,0.62,3.7,7.9,17.5,150,632,15.4,,1.9,0.4,,0.5,1.0,Tr,Tr,,1.4,N,,0.76,,,,,,,,4.43,,,,2.14,,,,,,Tr,N,Unknown,Unknown
15-873,"Salad, potato, with French dressing",Recipe from review of recipe collection,DR,15-591 ,Updated 2014,,76.0,0.24,1.5,5.0,15.8,111,467,13.7,,2.1,N,,N,N,0.0,0.0,0.0,0.9,1.5,,N,,,,,,,,N,,,,N,,,,,,N,0.0,Unknown,Unknown
15-874,"Salad, potato, with mayonnaise",Recipe from review of recipe collection,DR,15-592 ,Updated 2014,,63.2,0.25,1.6,20.6,12.7,239,991,11.1,,1.5,0.4,,0.4,0.7,Tr,Tr,,0.8,1.2,,1.57,,,,,,,,12.47,,,,5.47,,,,,,0.01,15.7,Unknown,Unknown
15-654,"Salad, potato, with mayonnaise, retail",Recipe from manufacturers,DR,15-297 ,"Vegetable Dishes Supplement, 1992; and industry data, 2013",,73.2,0.25,1.5,11.8,12.3,158,658,10.4,,1.9,0.4,0.0,0.2,1.3,0.0,0.0,0.0,0.8,1.2,,N,,,,,,,,N,,,,N,,,,,,N,N,Unknown,Unknown
15-875,"Salad, rice, brown","Recipe. Rice, vegetables, nut and raisin. Recipe from dietary survey records",DR,15-593 ,Updated 2014,,65.6,0.59,3.5,7.3,21.6,160,674,16.6,,5.0,2.0,,1.9,1.1,Tr,0.0,,1.2,N,,0.85,,,,,,,,4.07,,,,1.95,,,,,,Tr,0.1,Unknown,Unknown
15-649,"Salad, rice, homemade","Rice, vegetables, nut and raisin. Recipe from dietary survey records",DR,15-381 ,Updated 2013,,65.6,0.54,3.1,7.0,24.5,168,706,19.6,0.0,4.9,2.0,Tr,1.9,1.0,Tr,0.0,0.0,0.8,N,,1.04,,,,,,,,2.25,,,,3.36,,,,,,Tr,0.0,Unknown,Unknown
15-876,"Salad, tomato and onion",Recipe from review of recipe collection,DR,15-594 ,Updated 2014,,90.1,0.10,0.6,2.7,4.9,45,190,0.4,,4.1,N,,N,N,0.0,0.0,0.0,N,1.3,,N,,,,,,,,N,,,,N,,,,,,N,0.0,Unknown,Unknown
15-878,"Salad, Waldorf","Recipe. Apple, walnut and celery with mayonnaise. Recipe from review of recipe collection",DR,15-596 ,Updated 2014,,70.4,0.27,1.5,17.8,7.9,196,811,Tr,,7.9,1.4,,4.3,2.2,Tr,Tr,,1.1,N,,1.53,,,,,,,,8.74,,,,6.54,,,,,,0.01,10.1,Unknown,Unknown
15-294,"Salad, wholemeal pasta, with vegetables and mayonnaise",Recipe from dietary survey records,DR,,As Vegetable Dishes Supplement 1992,,73.1,0.52,3.1,7.5,13.8,131,519,11.1,0.2,2.6,0.7,0.0,0.6,0.9,0.2,0.0,,2.7,,,1.10,,,,,,,,1.60,,,,4.30,,,,,,,6.0,Unknown,Unknown
12-467,"Sambar, homemade","6 samples, spicy yellow lentil stew",DR,,"University of Leeds, Nutritional analysis of commonly consumed South Asian foods in the UK, 2007",,81.8,0.50,3.1,0.9,7.7,49,210,5.9,,1.9,0.3,0.0,0.3,1.3,0.0,0.0,0.0,2.1,2.4,,0.17,,,,,,,,0.26,,,,0.42,,,,,,Tr,70.5,Unknown,Unknown
15-305,"Samosas, vegetable, retail","5 samples, 3 brands; mixed vegetable filling",DR,11-354 50-175 15-351 ,"Reviewed 2013. LGC, Fruit and vegetables, 1989-1990; fatty acids and phytosterols from Fatty Acids Supplement 15-351",,51.3,0.82,5.1,9.3,30.0,217,911,27.3,Tr,2.7,0.3,0.0,0.2,1.1,1.1,0.0,0.0,2.5,3.5,,1.09,27.90,2.48,8.70,0.77,52.30,4.65,,4.72,33.10,2.94,,3.20,12.30,1.09,0.00,0.00,3.70,0.32,0.8,Unknown,Unknown
15-879,"Sauce, curry, onion, with butter, homemade",Onion base for curry. Recipe from review of recipe collection,DR,15-597 ,Updated 2014,,64.4,0.19,1.2,24.7,6.6,252,1043,Tr,,4.4,1.6,,1.2,1.4,0.0,0.2,0.0,1.5,1.6,,15.49,,,,,,,,6.22,,,,0.89,,,,,,0.85,63.4,Unknown,Unknown
15-880,"Sauce, curry, onion, with vegetable oil, homemade",Onion base for curry. Recipe from review of recipe collection,DR,15-598 ,Updated 2014,,60.0,0.16,1.0,30.0,6.5,298,1232,Tr,,4.2,1.6,,1.2,1.4,0.0,0.0,0.0,1.5,1.6,,1.96,,,,,,,,17.63,,,,8.76,,,,,,Tr,0.0,Unknown,Unknown
15-751,"Sauce, curry, sweet, UK type, homemade",Recipe. Basic UK-type sauce with fruit and coconut. Recipe from review of recipe collection,DR,15-599 ,Updated 2014,,81.0,0.19,1.1,5.7,9.8,92,385,3.1,,5.7,2.2,,2.5,0.9,0.0,0.0,,1.4,N,,1.37,,,,,,,,2.47,,,,1.25,,,,,,Tr,0.0,Unknown,Unknown
15-881,"Sauce, curry, tomato and onion, homemade",Recipe. Gujerati dish. Recipe from a personal collection,DR,15-600 ,Updated 2014,,68.0,0.28,1.7,19.2,6.1,201,828,0.6,,4.6,2.0,,1.9,0.7,0.0,0.0,,N,2.0,,1.30,,,,,,,,11.27,,,,5.66,,,,,,Tr,0.0,Unknown,Unknown
15-882,"Sauce, tomato and mushroom, homemade","Recipe, Sauce for pasta or pizza. Recipe from review of recipe collection",DR,15-601 ,Updated 2014,,87.4,0.26,1.4,2.0,6.0,46,191,0.2,,4.7,2.0,,1.9,0.7,0.0,0.0,,1.4,1.5,,0.19,,,,,,,,0.69,,,,0.95,,,,,,Tr,0.0,Unknown,Unknown
13-336,Sauerkraut,"10 samples, 3 brands. Bottled and canned, drained",DR,,"Reviewed 2013. LGC, Canned and other processed vegetable products survey, 1985",,91.0,0.17,1.1,Tr,1.1,9,36,Tr,,1.1,0.7,0.0,0.3,0.1,0.0,0.0,0.0,2.2,N,,Tr,,,,,,,,Tr,,,,Tr,,,,,,Tr,0.0,Unknown,Unknown
15-658,"Sausages, vegetarian, baked/grilled","4 samples, 3 brands, baked or grilled",DR,15-365 ,"Reviewed 2013. RHM, Nutrient analysis of manufactured foods for vegetarians, 1997; and industry data, 2013. Fatty acids from Fatty Acids Supplement 15-361",,57.8,2.38,14.9,9.4,9.2,179,748,2.9,4.9,1.3,0.5,,0.5,0.2,0.1,0.0,0.0,2.6,N,,2.33,20.16,1.65,2.32,0.19,25.09,2.07,,4.07,18.55,1.53,,1.85,28.28,2.33,0.00,0.00,N,N,0.0,Unknown,Unknown
15-883,"Shepherd's pie, vegetable",Recipe. Vegetable and lentil base with potato topping. Recipe from review of recipe collection,DR,15-602 ,Updated 2014,,71.1,0.73,4.5,3.9,16.1,114,479,14.0,,1.5,0.5,,0.4,0.6,0.0,0.0,,2.4,N,,0.30,,,,,,,,2.17,,,,1.19,,,,,,Tr,0.0,Unknown,Unknown
15-655,"Shepherd's pie, vegetable, retail","Vegetable, lentil and barley base with potato topping. Recipe from manufacturer",DR,15-313 ,"Recipe from manufacturer, 1992; and industry data, 2013",,77.5,0.30,1.9,4.9,13.3,101,425,11.4,0.1,1.7,0.6,0.0,0.5,0.5,Tr,0.1,0.0,1.2,N,,2.00,,,,,,,,1.20,,,,1.40,,,,,,Tr,7.0,Unknown,Unknown
15-617,"Sushi, vegetable","10 samples, 9 products",DR,,"Direct Laboratories, Nutrient analysis catch up project, 2003",,61.0,0.54,3.4,1.3,32.8,148,630,25.6,0.1,7.0,2.5,Tr,2.4,0.5,1.4,0.1,0.0,1.2,1.6,,N,,,,,,,,N,,,,N,,,,,,0.00,0.0,Unknown,Unknown
